sequence_id,family,host,cluster,umap_x,umap_y
KR013796.1,hepadnaviridae,human,705,-5.5416427,-6.297842
KR013797.1,hepadnaviridae,human,657,-0.08777182,-8.634035
KR013798.1,hepadnaviridae,human,657,-0.10657504,-8.646106
KR013799.1,hepadnaviridae,human,657,-2.0738354,-8.398469
KR013800.1,hepadnaviridae,human,657,-2.0697424,-8.398515
KR013801.1,hepadnaviridae,human,657,-2.0747144,-8.3971405
KR013802.1,hepadnaviridae,human,657,-1.6672844,-8.7684
KR013803.1,hepadnaviridae,human,657,-1.620759,-8.745984
KR013804.1,hepadnaviridae,human,657,-1.6514453,-8.753257
KR013805.1,hepadnaviridae,human,657,-1.6813879,-8.7602215
KR013806.1,hepadnaviridae,human,657,-1.6728406,-8.767047
KR013807.1,hepadnaviridae,human,657,-1.6806456,-8.765182
KR013808.1,hepadnaviridae,human,657,-1.6535201,-8.761464
KR013809.1,hepadnaviridae,human,657,-1.4044964,-8.071367
KR013810.1,hepadnaviridae,human,657,-1.4213418,-8.04297
KR013811.1,hepadnaviridae,human,657,-1.4180094,-8.062159
KR013812.1,hepadnaviridae,human,657,-1.3776797,-8.098282
KR013813.1,hepadnaviridae,human,657,-1.408964,-8.060124
KR013814.1,hepadnaviridae,human,657,-1.4154058,-8.076898
KR013815.1,hepadnaviridae,human,657,-1.3945107,-8.075473
KR013816.1,hepadnaviridae,human,657,-1.4057574,-8.044972
KR013817.1,hepadnaviridae,human,676,-3.8361306,-10.190509
KR013818.1,hepadnaviridae,human,676,-3.8351967,-10.191382
KR013819.1,hepadnaviridae,human,676,-3.8374395,-10.188714
KR013820.1,hepadnaviridae,human,663,2.039364,-7.052463
KR013821.1,hepadnaviridae,human,663,2.0347245,-7.058046
KR013822.1,hepadnaviridae,human,663,2.029998,-7.0479226
KR013823.1,hepadnaviridae,human,663,2.0333772,-7.05046
KR013824.1,hepadnaviridae,human,663,2.0334966,-7.0476475
KR013825.1,hepadnaviridae,human,663,2.031752,-7.0523148
KR013826.1,hepadnaviridae,human,663,2.0381968,-7.0514193
KR013827.1,hepadnaviridae,human,657,-1.0268599,-8.667651
KR013828.1,hepadnaviridae,human,657,-1.026067,-8.142647
KR013829.1,hepadnaviridae,human,657,-1.0354788,-8.160598
KR013830.1,hepadnaviridae,human,657,-1.0362546,-8.174826
KR013831.1,hepadnaviridae,human,657,-1.021282,-8.165492
KR013832.1,hepadnaviridae,human,657,-1.0346283,-8.165514
KR013833.1,hepadnaviridae,human,657,-1.0425473,-8.182811
KR013834.1,hepadnaviridae,human,657,-1.0289109,-8.150885
KR013835.1,hepadnaviridae,human,663,1.484341,-7.362147
KR013836.1,hepadnaviridae,human,663,1.4870039,-7.3649173
KR013837.1,hepadnaviridae,human,663,1.4867767,-7.3606052
KR013838.1,hepadnaviridae,human,663,1.4867209,-7.3620963
KR013839.1,hepadnaviridae,human,663,1.4837359,-7.3619375
KR013840.1,hepadnaviridae,human,663,1.4913257,-7.363916
KR013841.1,hepadnaviridae,human,663,1.4871714,-7.3616953
KR013842.1,hepadnaviridae,human,706,-9.314175,-2.4033258
KR013843.1,hepadnaviridae,human,706,-9.3139925,-2.4043355
KR013844.1,hepadnaviridae,human,706,-9.314962,-2.403447
KR013845.1,hepadnaviridae,human,706,-9.314671,-2.4034083
KR013846.1,hepadnaviridae,human,706,-9.314571,-2.4038963
KR013847.1,hepadnaviridae,human,706,-9.315399,-2.4034908
KR013848.1,hepadnaviridae,human,706,-9.314804,-2.4025984
KR013849.1,hepadnaviridae,human,706,-9.315086,-2.4030955
KR013850.1,hepadnaviridae,human,657,-1.2251971,-9.486521
KR013851.1,hepadnaviridae,human,657,-1.2279145,-9.487716
KR013852.1,hepadnaviridae,human,657,-1.2372731,-9.494816
KR013853.1,hepadnaviridae,human,657,-1.2259685,-9.489585
KR013854.1,hepadnaviridae,human,663,2.2906992,-6.6180344
KR013855.1,hepadnaviridae,human,663,2.292399,-6.5985465
KR013856.1,hepadnaviridae,human,663,2.2896922,-6.607645
KR013857.1,hepadnaviridae,human,663,2.286643,-6.6263485
KR013858.1,hepadnaviridae,human,657,-0.57040346,-7.94052
KR013859.1,hepadnaviridae,human,657,-1.1963162,-7.9655643
KR013860.1,hepadnaviridae,human,657,-1.208314,-7.935924
KR013861.1,hepadnaviridae,human,657,-1.1862676,-7.973213
KR013862.1,hepadnaviridae,human,657,-1.2064222,-7.945216
KR013863.1,hepadnaviridae,human,657,-1.4084817,-8.732399
KR013864.1,hepadnaviridae,human,657,-1.3744459,-8.701311
KR013865.1,hepadnaviridae,human,657,-1.3586916,-8.738219
KR013866.1,hepadnaviridae,human,657,-1.3501974,-8.699275
KR013867.1,hepadnaviridae,human,657,-1.4152794,-8.703903
KR013868.1,hepadnaviridae,human,657,-1.5652121,-9.686625
KR013869.1,hepadnaviridae,human,657,-1.4357355,-8.71076
KR013870.1,hepadnaviridae,human,663,2.5487833,-6.0115147
KR013871.1,hepadnaviridae,human,663,2.550701,-6.0158415
KR013872.1,hepadnaviridae,human,657,-1.1077257,-8.578043
KR013873.1,hepadnaviridae,human,657,-1.0497137,-8.507836
KR013874.1,hepadnaviridae,human,657,-1.0992546,-8.578828
KR013875.1,hepadnaviridae,human,657,-1.0916274,-8.571391
KR013876.1,hepadnaviridae,human,657,-1.1306943,-8.561254
KR013877.1,hepadnaviridae,human,657,-1.0940942,-8.57592
KR013878.1,hepadnaviridae,human,676,-3.9146566,-10.358916
KR013879.1,hepadnaviridae,human,676,-3.922927,-10.367407
KR013880.1,hepadnaviridae,human,676,-3.914672,-10.358676
KR013881.1,hepadnaviridae,human,676,-3.9153354,-10.360303
KR013882.1,hepadnaviridae,human,676,-3.9195378,-10.363911
KR013883.1,hepadnaviridae,human,676,-3.920063,-10.364403
KR013884.1,hepadnaviridae,human,676,-3.9197733,-10.364827
KR013885.1,hepadnaviridae,human,676,-3.93276,-10.376444
KR013886.1,hepadnaviridae,human,676,-3.9203498,-10.365218
KR013887.1,hepadnaviridae,human,676,-3.9150395,-10.3594265
KR013888.1,hepadnaviridae,human,676,-3.9171307,-10.361973
KR013889.1,hepadnaviridae,human,676,-3.9199305,-10.364023
KR013890.1,hepadnaviridae,human,676,-3.9176629,-10.362029
KR013891.1,hepadnaviridae,human,676,-3.9183576,-10.363105
KR013892.1,hepadnaviridae,human,676,-3.9476724,-10.391951
KR013893.1,hepadnaviridae,human,703,-2.8715427,-9.718712
KR013894.1,hepadnaviridae,human,703,-2.8683102,-9.71745
KR013895.1,hepadnaviridae,human,687,0.04910466,-7.4784865
KR013896.1,hepadnaviridae,human,703,-2.868737,-9.718358
KR013897.1,hepadnaviridae,human,703,-2.859564,-9.716084
KR013898.1,hepadnaviridae,human,663,1.4846855,-7.373677
KR013899.1,hepadnaviridae,human,663,2.0881774,-7.092923
KR013900.1,hepadnaviridae,human,663,2.0862026,-7.085065
KR013901.1,hepadnaviridae,human,663,2.0767226,-7.1123075
KR013902.1,hepadnaviridae,human,663,2.088208,-7.089789
KR013903.1,hepadnaviridae,human,663,2.0480804,-7.0877357
KR013904.1,hepadnaviridae,human,687,0.1028601,-7.4637237
KR013905.1,hepadnaviridae,human,663,2.0810761,-7.0850186
KR013906.1,hepadnaviridae,human,663,2.0858817,-7.097398
KR013907.1,hepadnaviridae,human,704,-2.443372,-7.8564277
KR013908.1,hepadnaviridae,human,704,-2.4389076,-7.85765
KR013909.1,hepadnaviridae,human,704,-2.4260514,-7.856605
KR013910.1,hepadnaviridae,human,704,-2.4390378,-7.8581686
KR013911.1,hepadnaviridae,human,657,-0.15548882,-8.575875
KR013912.1,hepadnaviridae,human,657,-0.16519171,-8.584682
KR013913.1,hepadnaviridae,human,657,-0.15707085,-8.580541
KR013914.1,hepadnaviridae,human,657,-0.16686116,-8.584008
KR013915.1,hepadnaviridae,human,657,-0.16111504,-8.580366
KR013916.1,hepadnaviridae,human,657,-0.18768352,-8.630653
KR013917.1,hepadnaviridae,human,657,-0.15630928,-8.573919
KR013918.1,hepadnaviridae,human,657,-0.16611744,-8.586711
KR013919.1,hepadnaviridae,human,657,-0.16438952,-8.588239
KR013920.1,hepadnaviridae,human,657,-0.1585197,-8.580049
KR013921.1,hepadnaviridae,human,657,-0.15977989,-8.5863085
KR013922.1,hepadnaviridae,human,657,-0.20899232,-8.635432
KR013923.1,hepadnaviridae,human,657,-0.159675,-8.582785
KR013924.1,hepadnaviridae,human,657,-0.8881368,-9.936861
KR013925.1,hepadnaviridae,human,657,-0.88967276,-9.935818
KR013926.1,hepadnaviridae,human,663,1.7050228,-7.2281413
KR013927.1,hepadnaviridae,human,663,1.718158,-7.227627
KR013928.1,hepadnaviridae,human,663,1.7028949,-7.232102
KR013929.1,hepadnaviridae,human,663,1.7121695,-7.2253237
KR013930.1,hepadnaviridae,human,663,1.7243303,-7.2240925
KR013931.1,hepadnaviridae,human,663,1.7100114,-7.229208
KR013932.1,hepadnaviridae,human,663,1.7254598,-7.2162066
KR013933.1,hepadnaviridae,human,663,1.7129813,-7.2265477
KR013934.1,hepadnaviridae,human,663,1.7266359,-7.212499
KR013935.1,hepadnaviridae,human,663,1.700522,-7.2305183
KR013936.1,hepadnaviridae,human,663,1.7175552,-7.2209606
KR013937.1,hepadnaviridae,human,687,0.05214296,-7.4768567
KR013938.1,hepadnaviridae,human,657,-1.7098476,-9.841661
KR013939.1,hepadnaviridae,human,657,-1.7096851,-9.844039
KR013940.1,hepadnaviridae,human,657,-1.7156855,-9.846232
KR013941.1,hepadnaviridae,human,657,-1.7081888,-9.839775
KR013942.1,hepadnaviridae,human,657,-1.7133787,-9.844443
KR013943.1,hepadnaviridae,human,685,1.1530743,-9.178916
KR013944.1,hepadnaviridae,human,685,1.235955,-9.135875
KR013945.1,hepadnaviridae,human,685,1.1442156,-9.183238
KR013946.1,hepadnaviridae,human,685,1.2369605,-9.1356
KR013947.1,hepadnaviridae,human,685,1.2376931,-9.135406
KR013948.1,hepadnaviridae,human,685,1.2398202,-9.135875
KR013949.1,hepadnaviridae,human,685,1.1425656,-9.183527
KR013950.1,hepadnaviridae,human,685,1.1546359,-9.175884
KR013951.1,hepadnaviridae,human,685,1.2364974,-9.136711
KR013952.1,hepadnaviridae,human,685,1.2371408,-9.136792
KR013953.1,hepadnaviridae,human,685,1.2334745,-9.138625
KR013954.1,hepadnaviridae,human,705,-5.5416226,-6.297764
KR013955.1,hepadnaviridae,human,705,-5.5414896,-6.297869
KR013956.1,hepadnaviridae,human,705,-5.5424857,-6.2956834
KR013957.1,hepadnaviridae,human,705,-5.5418034,-6.297281
KR013958.1,hepadnaviridae,human,705,-5.541942,-6.297117
KR013959.1,hepadnaviridae,human,705,-5.541959,-6.2975492
KR013960.1,hepadnaviridae,human,657,-0.08955203,-8.641144
KR013961.1,hepadnaviridae,human,657,-0.08346493,-8.640656
KR013962.1,hepadnaviridae,human,657,-0.08881827,-8.64135
KR013963.1,hepadnaviridae,human,657,-0.07910939,-8.6364355
KR013964.1,hepadnaviridae,human,657,-0.08079261,-8.626718
KR013965.1,hepadnaviridae,human,657,-0.080891356,-8.63107
KR013966.1,hepadnaviridae,human,657,-0.07976257,-8.64212
KR013967.1,hepadnaviridae,human,657,-0.07859784,-8.637132
KR013968.1,hepadnaviridae,human,657,-2.08001,-8.397434
KR013969.1,hepadnaviridae,human,657,-2.0740027,-8.399051
KR013970.1,hepadnaviridae,human,657,-2.0777204,-8.39813
KR013971.1,hepadnaviridae,human,657,-2.082683,-8.396364
KR013972.1,hepadnaviridae,human,657,-2.075756,-8.399613
KR013973.1,hepadnaviridae,human,657,-2.0808103,-8.397917
KR013974.1,hepadnaviridae,human,657,-2.0799763,-8.396606
KR013975.1,hepadnaviridae,human,657,-2.0815418,-8.399797
KR013976.1,hepadnaviridae,human,657,-2.0746336,-8.398521
KR013977.1,hepadnaviridae,human,657,-2.0667324,-8.3988285
KR013978.1,hepadnaviridae,human,657,-2.0641186,-8.399436
KR013979.1,hepadnaviridae,human,657,-2.0504265,-8.403346
KR013980.1,hepadnaviridae,human,657,-1.6758705,-8.771365
KR013981.1,hepadnaviridae,human,657,-1.6605346,-8.757612
KR013982.1,hepadnaviridae,human,657,-1.6460977,-8.753296
KR013983.1,hepadnaviridae,human,657,-1.6963023,-8.776005
KR013984.1,hepadnaviridae,human,657,-1.6701943,-8.765384
KR013985.1,hepadnaviridae,human,657,-1.4073616,-8.064087
KR013986.1,hepadnaviridae,human,657,-1.4001869,-8.070646
KR013987.1,hepadnaviridae,human,676,-3.83975,-10.186532
KR013988.1,hepadnaviridae,human,676,-3.8437004,-10.182003
KR013989.1,hepadnaviridae,human,676,-3.8397205,-10.186829
KR013990.1,hepadnaviridae,human,676,-3.8399382,-10.187046
KR013991.1,hepadnaviridae,human,676,-3.8383625,-10.189814
KR013992.1,hepadnaviridae,human,676,-3.8404033,-10.186838
KR013993.1,hepadnaviridae,human,676,-3.840944,-10.186619
KR013994.1,hepadnaviridae,human,663,2.0237567,-7.0365744
KR013995.1,hepadnaviridae,human,663,2.018279,-7.0327983
KR013996.1,hepadnaviridae,human,687,0.091190316,-7.466263
KR013997.1,hepadnaviridae,human,663,2.0345142,-7.048628
KR013998.1,hepadnaviridae,human,657,-1.0110399,-8.641867
KR013999.1,hepadnaviridae,human,657,-0.9359468,-8.639551
KR014000.1,hepadnaviridae,human,657,-0.9594466,-8.6353
KR014001.1,hepadnaviridae,human,657,-0.9440119,-8.626228
KR014002.1,hepadnaviridae,human,657,-0.931543,-8.680717
KR014003.1,hepadnaviridae,human,657,-1.0252659,-8.672706
KR014004.1,hepadnaviridae,human,657,-0.95628417,-8.647559
KR014005.1,hepadnaviridae,human,657,-0.9376424,-8.675718
KR014006.1,hepadnaviridae,human,657,-1.0185732,-8.694578
KR014007.1,hepadnaviridae,human,657,-0.9378088,-8.6480665
KR014008.1,hepadnaviridae,human,657,-0.032672394,-8.746274
KR014009.1,hepadnaviridae,human,657,-0.038891118,-8.757184
KR014010.1,hepadnaviridae,human,657,-0.038861517,-8.754178
KR014011.1,hepadnaviridae,human,657,-0.03184159,-8.747278
KR014012.1,hepadnaviridae,human,657,-0.047715977,-8.764759
KR014013.1,hepadnaviridae,human,687,0.05110382,-7.4773593
KR014014.1,hepadnaviridae,human,687,0.05093294,-7.476271
KR014015.1,hepadnaviridae,human,657,-0.034731682,-8.758319
KR014016.1,hepadnaviridae,human,657,-0.04310489,-8.765165
KR014017.1,hepadnaviridae,human,657,-0.021360926,-8.75651
KR014018.1,hepadnaviridae,human,657,-0.032527562,-8.756411
KR014019.1,hepadnaviridae,human,657,-1.0367503,-8.146569
KR014020.1,hepadnaviridae,human,657,-1.0465665,-8.163078
KR014021.1,hepadnaviridae,human,663,1.482885,-7.3636384
KR014022.1,hepadnaviridae,human,663,1.5010107,-7.3587008
KR014023.1,hepadnaviridae,human,663,1.4813253,-7.3637247
KR014024.1,hepadnaviridae,human,663,1.497444,-7.35671
KR014025.1,hepadnaviridae,human,706,-9.315465,-2.4038608
KR014026.1,hepadnaviridae,human,706,-9.316402,-2.402441
KR014027.1,hepadnaviridae,human,657,-1.2398431,-9.491216
KR014028.1,hepadnaviridae,human,657,-1.2489636,-9.511345
KR014029.1,hepadnaviridae,human,657,-1.2463114,-9.511536
KR014030.1,hepadnaviridae,human,657,-1.2508177,-9.497254
KR014031.1,hepadnaviridae,human,657,-1.2391386,-9.497315
KR014032.1,hepadnaviridae,human,657,-1.260032,-9.509964
KR014033.1,hepadnaviridae,human,657,-1.197958,-9.532935
KR014034.1,hepadnaviridae,human,657,-1.2517968,-9.50296
KR014035.1,hepadnaviridae,human,663,2.2895284,-6.6109285
KR014036.1,hepadnaviridae,human,663,2.2889245,-6.6137557
KR014037.1,hepadnaviridae,human,663,2.2915452,-6.607717
KR014038.1,hepadnaviridae,human,663,2.2910419,-6.6191063
KR014039.1,hepadnaviridae,human,663,2.2865052,-6.622149
KR014040.1,hepadnaviridae,human,663,2.2896783,-6.612575
KR014041.1,hepadnaviridae,human,657,-0.51343066,-7.891069
KR014042.1,hepadnaviridae,human,657,-0.5696574,-7.93935
KR014043.1,hepadnaviridae,human,657,-0.558175,-7.919994
KR014044.1,hepadnaviridae,human,657,-0.5649177,-7.9330134
KR014045.1,hepadnaviridae,human,657,-0.5616881,-7.9193473
KR014046.1,hepadnaviridae,human,657,-0.5643081,-7.924787
KR014047.1,hepadnaviridae,human,687,0.053623907,-7.478642
KR014048.1,hepadnaviridae,human,657,-0.556538,-7.9177327
KR014049.1,hepadnaviridae,human,657,-0.5623539,-7.922332
KR014050.1,hepadnaviridae,human,657,-0.5592526,-7.924517
KR014051.1,hepadnaviridae,human,657,-0.5612259,-7.9174876
KR014052.1,hepadnaviridae,human,657,-0.5701339,-7.935521
KR014053.1,hepadnaviridae,human,657,-0.5686107,-7.936742
KR014054.1,hepadnaviridae,human,657,-0.5676797,-7.9349217
KR014055.1,hepadnaviridae,human,657,-1.2302047,-7.9181986
KR014056.1,hepadnaviridae,human,657,-1.2122759,-7.935037
KR014057.1,hepadnaviridae,human,657,-1.2021422,-7.9557953
KR014058.1,hepadnaviridae,human,657,-1.199455,-7.958705
KR014059.1,hepadnaviridae,human,657,-1.2242779,-7.8954964
KR014060.1,hepadnaviridae,human,657,-1.2083504,-7.941684
KR014061.1,hepadnaviridae,human,663,2.5467136,-6.0085683
KR014062.1,hepadnaviridae,human,657,-1.3895909,-8.708332
KR014063.1,hepadnaviridae,human,687,0.048649304,-7.4801655
KR014064.1,hepadnaviridae,human,657,-1.334069,-8.694377
KR014065.1,hepadnaviridae,human,663,2.54897,-6.0092688
KR014066.1,hepadnaviridae,human,663,2.5500364,-6.0156655
KR014067.1,hepadnaviridae,human,657,-1.5706054,-9.687176
KR014068.1,hepadnaviridae,human,657,-1.5866121,-9.700945
KR014069.1,hepadnaviridae,human,657,-1.6009709,-9.701105
KR014070.1,hepadnaviridae,human,657,-1.5961932,-9.7089815
KR014071.1,hepadnaviridae,human,657,-1.5909349,-9.703541
KR014072.1,hepadnaviridae,human,657,-1.5984614,-9.703801
KR014073.1,hepadnaviridae,human,657,-1.5962542,-9.708622
KR014074.1,hepadnaviridae,human,657,-1.5915506,-9.70632
KR014075.1,hepadnaviridae,human,657,-1.5591226,-9.679636
KR014076.1,hepadnaviridae,human,657,-1.5588974,-9.679796
KR014077.1,hepadnaviridae,human,663,2.5509064,-6.017965
KR014078.1,hepadnaviridae,human,663,2.5472436,-6.0089407
KR014079.1,hepadnaviridae,human,663,2.5426352,-6.0068855
KR014080.1,hepadnaviridae,human,657,-1.458269,-8.734102
KR014081.1,hepadnaviridae,human,663,2.5448878,-6.006935
KR014082.1,hepadnaviridae,human,663,2.546674,-6.0072565
KR014083.1,hepadnaviridae,human,663,2.545903,-6.0087433
KR014084.1,hepadnaviridae,human,657,-1.0841368,-8.227772
KR014085.1,hepadnaviridae,human,657,-1.0810543,-8.218383
KR014086.1,hepadnaviridae,human,657,-1.0834984,-8.226455
KR014087.1,hepadnaviridae,human,657,-1.0818186,-8.209414
KR014088.1,hepadnaviridae,human,657,-1.0883389,-8.2120495
KR014089.1,hepadnaviridae,human,657,-1.1170168,-8.254061
KR014090.1,hepadnaviridae,human,657,-1.0885297,-8.228071
KR014091.1,hepadnaviridae,human,657,-1.0849627,-8.199345
KR014092.1,hepadnaviridae,human,657,-1.1203319,-8.217249
KR014093.1,hepadnaviridae,human,657,-1.0751109,-8.234538
KR014094.1,hepadnaviridae,human,657,-1.1309749,-8.212041
KR014095.1,hepadnaviridae,human,687,0.04958684,-7.4775105
KR014096.1,hepadnaviridae,human,687,0.055118598,-7.4768825
KR014097.1,hepadnaviridae,human,657,-1.1047288,-8.612151
KR014098.1,hepadnaviridae,human,687,0.051294167,-7.4776154
KR014099.1,hepadnaviridae,human,687,0.0491394,-7.4781423
KR152339.1,hepadnaviridae,human,658,0.97817594,-12.312049
KR184660.1,hepadnaviridae,human,657,-0.12056327,-9.317407
KR184661.1,hepadnaviridae,human,657,-0.12462112,-9.330437
KR184662.1,hepadnaviridae,human,657,-0.11670281,-9.328628
KR184663.1,hepadnaviridae,human,657,-0.1443613,-9.314387
KR184664.1,hepadnaviridae,human,657,-0.08734987,-9.334805
KR184665.1,hepadnaviridae,human,657,-0.12202519,-9.342269
KR229754.1,hepadnaviridae,non-human,707,5.761722,-8.861363
KR230749.1,hepadnaviridae,human,674,6.0631504,-8.308258
KR232337.1,hepadnaviridae,human,658,1.219637,-12.58426
KR819180.1,hepadnaviridae,human,657,-0.4193475,-8.972371
KR905422.1,hepadnaviridae,human,664,-1.3433263,-4.833901
KR905423.1,hepadnaviridae,human,664,-1.275264,-4.8754163
KR905424.1,hepadnaviridae,human,664,-1.3607613,-4.828572
KR905425.1,hepadnaviridae,human,668,-7.2436805,-7.2868075
KR905426.1,hepadnaviridae,human,668,-7.248788,-7.2778873
KR905427.1,hepadnaviridae,human,668,-7.258829,-7.2760034
KR905428.1,hepadnaviridae,human,668,-7.257859,-7.271366
KR905429.1,hepadnaviridae,human,668,-7.2603707,-7.266569
KR905430.1,hepadnaviridae,human,668,-7.2542295,-7.266254
KR905431.1,hepadnaviridae,human,668,-7.2556953,-7.273703
KT003704.1,hepadnaviridae,human,682,3.1909158,-8.692028
KT192626.1,hepadnaviridae,human,665,-4.9891963,-7.592632
KT284753.1,hepadnaviridae,human,657,-0.8613631,-9.345553
KT284754.1,hepadnaviridae,human,657,-1.0711784,-8.248536
KT284755.1,hepadnaviridae,human,657,-1.0547466,-8.549907
KT284756.1,hepadnaviridae,human,657,-0.99553543,-9.203975
KT284757.1,hepadnaviridae,human,657,-0.6330197,-9.570771
KT284758.1,hepadnaviridae,human,657,-0.59039336,-9.5210905
KT284759.1,hepadnaviridae,human,657,-1.0199916,-8.564354
KT307718.1,hepadnaviridae,human,663,2.9293845,-7.897442
KT307719.1,hepadnaviridae,human,663,2.933102,-7.8925242
KT347087.1,hepadnaviridae,human,672,4.061924,-9.736929
KT347088.1,hepadnaviridae,human,672,4.0969596,-9.701129
KT347089.1,hepadnaviridae,human,663,2.9314256,-7.903709
KT347090.1,hepadnaviridae,human,664,-2.7381601,-5.3594584
KT347091.1,hepadnaviridae,human,672,4.0993147,-9.699957
KT347092.1,hepadnaviridae,human,672,4.098095,-9.701196
KT364718.1,hepadnaviridae,human,663,2.926768,-7.903098
KT364719.1,hepadnaviridae,human,663,2.9227738,-7.904074
KT364720.1,hepadnaviridae,human,663,2.9283147,-7.900969
KT364721.1,hepadnaviridae,human,663,2.9283438,-7.9054127
KT364751.1,hepadnaviridae,human,676,-3.8054476,-10.235259
KT364752.1,hepadnaviridae,human,676,-3.806446,-10.235423
KT366462.1,hepadnaviridae,human,668,-7.255357,-7.2647595
KT366463.1,hepadnaviridae,human,663,2.9223316,-7.904937
KT366464.1,hepadnaviridae,human,663,2.9377346,-7.8945365
KT366465.1,hepadnaviridae,human,664,-1.3441328,-4.824032
KT366466.1,hepadnaviridae,human,668,-7.2502832,-7.2756863
KT366467.1,hepadnaviridae,human,668,-7.2529683,-7.271543
KT366468.1,hepadnaviridae,human,668,-7.258202,-7.2752132
KT366469.1,hepadnaviridae,human,668,-7.253428,-7.273176
KT366470.1,hepadnaviridae,human,668,-7.257821,-7.268921
KT366471.1,hepadnaviridae,human,668,-7.258648,-7.2655473
KT366491.1,hepadnaviridae,human,664,-1.3566086,-4.819671
KT366492.1,hepadnaviridae,human,664,-2.5840952,-5.160823
KT366493.1,hepadnaviridae,human,664,-1.3249307,-4.848501
KT366494.1,hepadnaviridae,human,664,-1.3836908,-4.8031454
KT366495.1,hepadnaviridae,human,664,-1.3669546,-4.8312836
KT366496.1,hepadnaviridae,human,664,-1.3622447,-4.805329
KT366497.1,hepadnaviridae,human,664,-2.6089435,-5.1509285
KT366498.1,hepadnaviridae,human,664,0.21843585,-4.4023848
KT366499.1,hepadnaviridae,human,664,0.2181989,-4.400001
KT366500.1,hepadnaviridae,human,664,0.21617806,-4.3890276
KT366501.1,hepadnaviridae,human,664,0.17774768,-4.421024
KT366502.1,hepadnaviridae,human,664,0.22085708,-4.3780794
KT366503.1,hepadnaviridae,human,664,-1.3648006,-4.834695
KT366504.1,hepadnaviridae,human,664,-2.6755037,-5.224365
KT366505.1,hepadnaviridae,human,659,-3.1476603,-6.392045
KT366506.1,hepadnaviridae,human,664,-1.3277792,-4.8592963
KT366507.1,hepadnaviridae,human,664,-2.6092122,-5.1557517
KT366508.1,hepadnaviridae,human,664,0.3062446,-4.581256
KT366509.1,hepadnaviridae,human,664,-1.3553227,-4.8104525
KT366510.1,hepadnaviridae,human,664,-1.3606817,-4.822428
KT366511.1,hepadnaviridae,human,664,-1.3593675,-4.8102946
KT749820.1,hepadnaviridae,human,658,0.8809481,-12.249066
KT749821.1,hepadnaviridae,human,664,-0.9698993,-4.8620615
KT749822.1,hepadnaviridae,human,667,-7.607573,-9.845843
KT749823.1,hepadnaviridae,human,664,0.101080395,-4.831081
KT749824.1,hepadnaviridae,human,667,-7.773432,-9.663549
KT749825.1,hepadnaviridae,human,667,-7.517223,-9.594573
KT749826.1,hepadnaviridae,human,667,-7.51897,-9.597206
KT749827.1,hepadnaviridae,human,664,-0.9419411,-4.865927
KT749828.1,hepadnaviridae,human,664,-0.95853955,-4.854761
KT749829.1,hepadnaviridae,human,667,-7.666841,-9.77438
KT749830.1,hepadnaviridae,human,690,-7.827049,-10.448427
KT749831.1,hepadnaviridae,human,667,-7.6683135,-9.7835045
KT749832.1,hepadnaviridae,human,667,-7.6522226,-9.799936
KT749833.1,hepadnaviridae,human,667,-7.668889,-9.76179
KT749834.1,hepadnaviridae,human,667,-7.4853287,-9.563405
KT749835.1,hepadnaviridae,human,667,-7.6690326,-9.778376
KT749836.1,hepadnaviridae,human,667,-7.673844,-9.779122
KT749837.1,hepadnaviridae,human,690,-7.8707223,-10.6137705
KT749838.1,hepadnaviridae,human,667,-7.781812,-9.657486
KT749839.1,hepadnaviridae,human,667,-7.489904,-9.570261
KT749840.1,hepadnaviridae,human,667,-7.6744833,-9.775848
KT749841.1,hepadnaviridae,human,665,-5.121401,-7.4480057
KT749842.1,hepadnaviridae,human,667,-7.4934897,-9.571738
KT749843.1,hepadnaviridae,human,690,-7.832397,-10.467806
KT749844.1,hepadnaviridae,human,667,-7.6595554,-9.778354
KT749845.1,hepadnaviridae,human,664,-2.6196258,-5.411625
KT749846.1,hepadnaviridae,human,667,-7.471227,-9.549898
KT749847.1,hepadnaviridae,human,667,-7.4832935,-9.561784
KT749848.1,hepadnaviridae,human,667,-7.669865,-9.765821
KT749849.1,hepadnaviridae,human,667,-7.483498,-9.561816
KT749850.1,hepadnaviridae,human,667,-7.7166004,-9.72305
KT893897.1,hepadnaviridae,non-human,662,-5.003491,-5.5628843
KT963508.1,hepadnaviridae,human,664,0.13721006,-4.8053484
KT987423.1,hepadnaviridae,human,663,2.9325671,-7.8981023
KT987424.1,hepadnaviridae,human,663,2.9469004,-7.9192624
KT987425.1,hepadnaviridae,human,663,2.9365597,-7.8983436
KT987426.1,hepadnaviridae,human,663,2.9304268,-7.899299
KT991417.1,hepadnaviridae,human,677,-0.9849021,-2.4737875
KT991418.1,hepadnaviridae,human,677,-0.9797346,-2.4693584
KT991419.1,hepadnaviridae,human,677,-0.9921862,-2.4795344
KT991420.1,hepadnaviridae,human,677,-0.979682,-2.471829
KT991421.1,hepadnaviridae,human,677,-0.95296764,-2.4415486
KT991422.1,hepadnaviridae,human,677,-0.9758547,-2.4637966
KT991423.1,hepadnaviridae,human,677,-0.9842123,-2.4738991
KT991424.1,hepadnaviridae,human,683,5.755789,-11.012316
KT991425.1,hepadnaviridae,human,683,5.7551475,-11.013346
KT991426.1,hepadnaviridae,human,683,5.755133,-11.012578
