accession,organism,length,collection_date,country,strain,lineage,isolate,host,isolation_source,submission_date,batch
PP326455.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/12,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX91915692/2024,Homo sapiens,Nasal Swabs,12-FEB-2024,3
PP330356.1,Severe acute respiratory syndrome coronavirus 2,29259,2024/02/13,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-LC1093707/2024,Homo sapiens,Nasal Swabs,13-FEB-2024,3
PP330332.1,Severe acute respiratory syndrome coronavirus 2,29691,2024/02/13,NA,NA,NA,SARS-CoV-2/human/USA/GA-CDC-LC1093702/2024,Homo sapiens,Nasal Swabs,13-FEB-2024,3
PP330229.1,Severe acute respiratory syndrome coronavirus 2,29691,2024/02/13,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-LC1094197/2024,Homo sapiens,Nasal Swabs,13-FEB-2024,3
PP325932.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/02/11,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-40312/2024,Homo sapiens,nasopharynx,11-FEB-2024,3
PP406091.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/02/27,NA,NA,GISAID_ID: EPI_ISL_18928860,SARS-CoV-2/human/USA/CO-CDPHE-41686634/2024,Homo sapiens,patient isolate,27-FEB-2024,3
PP267717.1,Severe acute respiratory syndrome coronavirus 2,29847,2024/02/04,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-VSX-A340031/2024,Homo sapiens,PrimeStore MTM - Nasal Swab,04-FEB-2024,3
PP267766.1,Severe acute respiratory syndrome coronavirus 2,29831,2024/02/04,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-VSX-A250733/2024,Homo sapiens,UTM RT,04-FEB-2024,3
PP267755.1,Severe acute respiratory syndrome coronavirus 2,29842,2024/02/04,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-VSX-A250709/2024,Homo sapiens,UTM RT,04-FEB-2024,3
PP269081.1,Severe acute respiratory syndrome coronavirus 2,29720,2024/02/05,NA,NA,NA,SARS-CoV-2/human/USA/AZ-CDC-QDX91832919/2024,Homo sapiens,Nasal Swabs,05-FEB-2024,3
PP268957.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/05,NA,NA,NA,SARS-CoV-2/human/USA/GA-CDC-QDX91705373/2024,Homo sapiens,Nasal Swabs,05-FEB-2024,3
PP269188.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/05,NA,NA,NA,SARS-CoV-2/human/USA/PA-CDC-QDX91770384/2024,Homo sapiens,Nasal Swabs,05-FEB-2024,3
PP268197.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/05,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX91408039/2024,Homo sapiens,Nasal Swabs,05-FEB-2024,3
PP268277.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/05,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX91459509/2024,Homo sapiens,Nasal Swabs,05-FEB-2024,3
PP268310.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/05,NA,NA,NA,SARS-CoV-2/human/USA/CO-CDC-QDX91524933/2024,Homo sapiens,Nasal Swabs,05-FEB-2024,3
PP269148.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/05,NA,NA,NA,SARS-CoV-2/human/USA/AZ-CDC-QDX91832930/2024,Homo sapiens,Nasal Swabs,05-FEB-2024,3
PP269118.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/05,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX91770291/2024,Homo sapiens,Nasal Swabs,05-FEB-2024,3
PP266502.1,Severe acute respiratory syndrome coronavirus 2,29784,2024/02/02,NA,NA,NA,SARS-CoV-2/human/USA/IL-RIPHL_21628_G/2023,Homo sapiens,nasopharyngeal swab,02-FEB-2024,3
PP348877.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/20,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX92028288/2024,Homo sapiens,Nasal Swabs,20-FEB-2024,3
PP349263.1,Severe acute respiratory syndrome coronavirus 2,29718,2024/02/20,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX92153103/2024,Homo sapiens,Nasal Swabs,20-FEB-2024,3
PP348402.1,Severe acute respiratory syndrome coronavirus 2,29691,2024/02/20,NA,NA,NA,SARS-CoV-2/human/USA/MD-CDC-LC1095755/2024,Homo sapiens,Nasal Swabs,20-FEB-2024,3
PP320516.1,Severe acute respiratory syndrome coronavirus 2,29685,2024/02/10,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-UW24012454812/2024,Homo sapiens,NA,10-FEB-2024,3
PP391458.1,Severe acute respiratory syndrome coronavirus 2,29645,2024/02/26,NA,NA,NA,SARS-CoV-2/human/USA/NJ-PHEL-V24002492/2024,Homo sapiens,clinical,26-FEB-2024,3
PP392607.1,Severe acute respiratory syndrome coronavirus 2,29770,2024/02/26,NA,NA,NA,SARS-CoV-2/human/USA/GA-GPHL-0230/2024,Homo sapiens,NA,26-FEB-2024,3
PP391411.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/02/26,NA,NA,NA,SARS-CoV-2/human/USA/NJ-PHEL-V24002197/2024,Homo sapiens,clinical,26-FEB-2024,3
PP391460.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/02/26,NA,NA,NA,SARS-CoV-2/human/USA/NJ-PHEL-V24002495/2024,Homo sapiens,clinical,26-FEB-2024,3
PP258856.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/01,NA,NA,NA,SARS-CoV-2/human/USA/PA-CDC-QDX91247481/2024,Homo sapiens,Nasal Swabs,01-FEB-2024,3
PP258070.1,Severe acute respiratory syndrome coronavirus 2,29740,2024/02/01,NA,NA,NA,SARS-CoV-2/human/USA/OH-USAFSAM-RS182/2021,Homo sapiens,clinical,01-FEB-2024,3
PP258859.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/01,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX91247795/2024,Homo sapiens,Nasal Swabs,01-FEB-2024,3
PP258805.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/01,NA,NA,NA,SARS-CoV-2/human/USA/KY-CDC-QDX91247897/2024,Homo sapiens,Nasal Swabs,01-FEB-2024,3
PP258715.1,Severe acute respiratory syndrome coronavirus 2,29815,2024/02/01,NA,NA,NA,SARS-CoV-2/human/USA/MN-CDC-VSX-A18680/2024,Homo sapiens,swab,01-FEB-2024,3
PP498910.1,Severe acute respiratory syndrome coronavirus 2,29780,2024/03/18,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207114165/2024,Homo sapiens,NA,18-MAR-2024,3
PP498915.1,Severe acute respiratory syndrome coronavirus 2,29758,2024/03/18,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207138828/2024,Homo sapiens,NA,18-MAR-2024,3
PP462923.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/03/26,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-40912/2024,Homo sapiens,nares,26-MAR-2024,3
PP438983.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/03/05,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-40452/2024,Homo sapiens,nasopharynx,26-MAR-2024,3
PP439039.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/03/05,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-40575/2024,Homo sapiens,nasopharynx,26-MAR-2024,3
PP436318.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/05,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX92971446/2024,Homo sapiens,Nasal Swabs,05-MAR-2024,3
PP534436.1,Severe acute respiratory syndrome coronavirus 2,29701,2024/03/25,NA,NA,NA,SARS-CoV-2/human/USA/MT-MTPHL-3888094/2021,Homo sapiens,clinical,25-MAR-2024,3
PP531317.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/03/25,NA,NA,NA,SARS-CoV-2/human/USA/NJ-PHEL-V24003146/2024,Homo sapiens,clinical,25-MAR-2024,3
PP531322.1,Severe acute respiratory syndrome coronavirus 2,29602,2024/03/25,NA,NA,NA,SARS-CoV-2/human/USA/NJ-PHEL-V24003271/2024,Homo sapiens,clinical,25-MAR-2024,3
PP545436.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/03/27,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDPH-6000019099/2024,Homo sapiens,clinical,27-MAR-2024,3
PP432986.1,Severe acute respiratory syndrome coronavirus 2,29767,2024/03/04,NA,NA,NA,SARS-CoV-2/human/USA/RI-RISHL-041704/2023,Homo sapiens,nasal swab,04-MAR-2024,3
PP434229.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/03/04,NA,NA,NA,SARS-CoV-2/human/USA/NJ-DHSS-B1289735/2024,Homo sapiens,clinical,04-MAR-2024,3
PP430191.1,Severe acute respiratory syndrome coronavirus 2,29753,2024/03/04,NA,NA,GISAID Accession: EPI_ISL_18942256,SARS-CoV-2/human/DEU/RP-USAFSAM-S22340/2023,Homo sapiens,clinical,04-MAR-2024,3
PP430281.1,Severe acute respiratory syndrome coronavirus 2,29753,2024/03/04,NA,NA,GISAID Accession: EPI_ISL_18942239,SARS-CoV-2/human/GBR/SFK-USAFSAM-S22459/2024,Homo sapiens,clinical,04-MAR-2024,3
PP462891.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/03/10,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-40880/2024,Homo sapiens,nasopharynx,26-MAR-2024,3
PP558794.1,Severe acute respiratory syndrome coronavirus 2,29764,2024/03/29,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240318143618/2024,Homo sapiens,NA,29-MAR-2024,3
PP558785.1,Severe acute respiratory syndrome coronavirus 2,29762,2024/03/29,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240318104842/2024,Homo sapiens,NA,29-MAR-2024,3
PP472007.1,Severe acute respiratory syndrome coronavirus 2,29758,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240307189374/2024,Homo sapiens,NA,12-MAR-2024,3
PP469991.1,Severe acute respiratory syndrome coronavirus 2,29689,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/TN-CDC-LC1100723/2024,Homo sapiens,Nasal Swabs,12-MAR-2024,3
PP470018.1,Severe acute respiratory syndrome coronavirus 2,29689,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/MD-CDC-LC1100811/2024,Homo sapiens,Nasal Swabs,12-MAR-2024,3
PP470141.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX93093138/2024,Homo sapiens,Nasal Swabs,12-MAR-2024,3
PP470368.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX93174539/2024,Homo sapiens,Nasal Swabs,12-MAR-2024,3
PP470542.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX93409176/2024,Homo sapiens,Nasal Swabs,12-MAR-2024,3
PP470408.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX93349362/2024,Homo sapiens,Nasal Swabs,12-MAR-2024,3
PP472002.1,Severe acute respiratory syndrome coronavirus 2,29754,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240307144822/2024,Homo sapiens,NA,12-MAR-2024,3
PP470443.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX93291018/2024,Homo sapiens,Nasal Swabs,12-MAR-2024,3
PP522117.1,Severe acute respiratory syndrome coronavirus 2,29864,2024/03/22,NA,NA,NA,SARS-CoV-2/human/ZAF/NHLS-UCT-GS-4581/2020,Homo sapiens,NA,22-MAR-2024,3
PP522150.1,Severe acute respiratory syndrome coronavirus 2,29777,2024/03/22,NA,NA,NA,SARS-CoV-2/human/ZAF/NHLS-UCT-GS-0143/2020,Homo sapiens,NA,22-MAR-2024,3
PP477602.1,Severe acute respiratory syndrome coronavirus 2,29758,2024/03/13,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207515868/2024,Homo sapiens,NA,13-MAR-2024,3
PP477545.1,Severe acute respiratory syndrome coronavirus 2,29780,2024/03/13,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207327647/2024,Homo sapiens,NA,13-MAR-2024,3
PP477631.1,Severe acute respiratory syndrome coronavirus 2,29789,2024/03/13,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207592758/2024,Homo sapiens,NA,13-MAR-2024,3
PP477665.1,Severe acute respiratory syndrome coronavirus 2,29780,2024/03/13,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207687997/2024,Homo sapiens,NA,13-MAR-2024,3
PP477575.1,Severe acute respiratory syndrome coronavirus 2,29758,2024/03/13,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207451108/2024,Homo sapiens,NA,13-MAR-2024,3
PP505560.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/03/20,NA,NA,NA,SARS-CoV-2/human/USA/CT-DPH-1207010001/2024,Homo sapiens,clinical,20-MAR-2024,3
PP414836.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/01,NA,NA,NA,SARS-CoV-2/human/USA/AR-CDC-QDX92621147/2024,Homo sapiens,Nasal Swabs,01-MAR-2024,3
PP414970.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/01,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX92663673/2024,Homo sapiens,Nasal Swabs,01-MAR-2024,3
PP415042.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/01,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX92663649/2024,Homo sapiens,Nasal Swabs,01-MAR-2024,3
PP418894.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/03/01,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDPH-6000018691/2024,Homo sapiens,clinical,01-MAR-2024,3
PP414957.1,Severe acute respiratory syndrome coronavirus 2,29709,2024/03/01,NA,NA,NA,SARS-CoV-2/human/USA/MD-CDC-QDX92780925/2024,Homo sapiens,Nasal Swabs,01-MAR-2024,3
PP499603.1,Severe acute respiratory syndrome coronavirus 2,29662,2024/03/19,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-LC1101476/2024,Homo sapiens,Nasal Swabs,19-MAR-2024,3
PP499600.1,Severe acute respiratory syndrome coronavirus 2,29690,2024/03/19,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC1101330/2024,Homo sapiens,Nasal Swabs,19-MAR-2024,3
PP502969.1,Severe acute respiratory syndrome coronavirus 2,29748,2024/03/19,NA,NA,NA,SARS-CoV-2/human/USA/GA-GPHL-0403/2024,Homo sapiens,NA,19-MAR-2024,3
PP499390.1,Severe acute respiratory syndrome coronavirus 2,29657,2024/03/19,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC1101075/2024,Homo sapiens,Nasal Swabs,19-MAR-2024,3
PP499626.1,Severe acute respiratory syndrome coronavirus 2,29627,2024/03/19,NA,NA,NA,SARS-CoV-2/human/USA/PA-CDC-LC1101242/2024,Homo sapiens,Nasal Swabs,19-MAR-2024,3
PP499537.1,Severe acute respiratory syndrome coronavirus 2,29502,2024/03/19,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-LC1101204/2024,Homo sapiens,Nasal Swabs,19-MAR-2024,3
PP499473.1,Severe acute respiratory syndrome coronavirus 2,29595,2024/03/19,NA,NA,NA,SARS-CoV-2/human/USA/MS-CDC-LC1101716/2024,Homo sapiens,Nasal Swabs,19-MAR-2024,3
PP499618.1,Severe acute respiratory syndrome coronavirus 2,29690,2024/03/19,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-LC1101510/2024,Homo sapiens,Nasal Swabs,19-MAR-2024,3
PP510246.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/03/21,NA,NA,NA,SARS-CoV-2/human/USA/IVY-G43R79J7/2024,Homo sapiens,patient isolate,21-MAR-2024,3
PP440280.1,Severe acute respiratory syndrome coronavirus 2,29694,2024/03/06,NA,NA,NA,SARS-CoV-2/human/USA/VT_24-001849-WGS-02/2024,Homo sapiens,nasal swab,06-MAR-2024,3
PP446195.1,Severe acute respiratory syndrome coronavirus 2,29717,2024/03/06,NA,NA,NA,SARS-CoV-2/human/USA/CA-LACPHL-AY05493/2023,Homo sapiens,clinical,06-MAR-2024,3
PP639582.1,Severe acute respiratory syndrome coronavirus 2,29647,2024/04/11,NA,NA,NA,SARS-CoV-2/human/USA/NJ-PHEL-V24003655/2024,Homo sapiens,clinical,11-APR-2024,3
PP708588.1,Severe acute respiratory syndrome coronavirus 2,29684,2024/04/22,NA,NA,NA,SARS-CoV-2/human/USA/MT-MTPHL-3969189/2022,Homo sapiens,clinical,22-APR-2024,3
PP708591.1,Severe acute respiratory syndrome coronavirus 2,29684,2024/04/22,NA,NA,NA,SARS-CoV-2/human/USA/MT-MTPHL-3970333/2022,Homo sapiens,clinical,22-APR-2024,3
PP708584.1,Severe acute respiratory syndrome coronavirus 2,29701,2024/04/22,NA,NA,NA,SARS-CoV-2/human/USA/MT-MTPHL-3873136/2021,Homo sapiens,clinical,22-APR-2024,3
PP574831.1,Severe acute respiratory syndrome coronavirus 2,29694,2024/04/02,NA,NA,NA,SARS-CoV-2/human/USA/VT-24-002723-WGS-02/2024,Homo sapiens,nasal swab,02-APR-2024,3
PP574839.1,Severe acute respiratory syndrome coronavirus 2,29694,2024/04/02,NA,NA,NA,SARS-CoV-2/human/USA/VT-24-002724-WGS-02/2024,Homo sapiens,nasal swab,02-APR-2024,3
PP577143.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/04/02,NA,NA,NA,SARS-CoV-2/human/USA/DE-DHSS-B1337575/2024,Homo sapiens,clinical,02-APR-2024,3
PP577144.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/04/02,NA,NA,NA,SARS-CoV-2/human/USA/DE-DHSS-B1337576/2024,Homo sapiens,clinical,02-APR-2024,3
PP574830.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/04/02,NA,NA,NA,SARS-CoV-2/human/USA/VT-23-011261-WGS-02/2023,Homo sapiens,nasal swab,02-APR-2024,3
PP616379.1,Severe acute respiratory syndrome coronavirus 2,29746,2024/04/09,NA,NA,NA,SARS-CoV-2/human/USA/NY-PRL-210630_51B12/2020,Homo sapiens,NA,09-APR-2024,3
PP580567.1,Severe acute respiratory syndrome coronavirus 2,29720,2024/04/03,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-QDX93748364/2024,Homo sapiens,Nasal Swabs,03-APR-2024,3
PP580627.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/04/03,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX93824607/2024,Homo sapiens,Nasal Swabs,03-APR-2024,3
PP580580.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/04/03,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX93748313/2024,Homo sapiens,Nasal Swabs,03-APR-2024,3
PP738679.1,Severe acute respiratory syndrome coronavirus 2,29743,2024/04/30,NA,NA,NA,SARS-CoV-2/human/USA/VA-DCLS-16117/2024,Homo sapiens,NA,30-APR-2024,3
PP741511.1,Severe acute respiratory syndrome coronavirus 2,29835,2024/04/30,NA,NA,NA,SARS-CoV-2/human/USA/OH-UHTL-3850/2024,Homo sapiens,nasopharyngeal swab,30-APR-2024,3
PP741518.1,Severe acute respiratory syndrome coronavirus 2,29835,2024/04/30,NA,NA,NA,SARS-CoV-2/human/USA/OH-UHTL-3849/2024,Homo sapiens,nasopharyngeal swab,30-APR-2024,3
PP738678.1,Severe acute respiratory syndrome coronavirus 2,29739,2024/04/30,NA,NA,NA,SARS-CoV-2/human/USA/VA-DCLS-16116/2024,Homo sapiens,NA,30-APR-2024,3
PP738628.1,Severe acute respiratory syndrome coronavirus 2,29735,2024/04/30,NA,NA,NA,SARS-CoV-2/human/USA/VA-DCLS-16047/2024,Homo sapiens,NA,30-APR-2024,3
PP738666.1,Severe acute respiratory syndrome coronavirus 2,29742,2024/04/30,NA,NA,NA,SARS-CoV-2/human/USA/VA-DCLS-16099/2024,Homo sapiens,NA,30-APR-2024,3
PP738656.1,Severe acute respiratory syndrome coronavirus 2,29730,2024/04/30,NA,NA,NA,SARS-CoV-2/human/USA/VA-DCLS-16089/2024,Homo sapiens,NA,30-APR-2024,3
PP693747.1,Severe acute respiratory syndrome coronavirus 2,29756,2024/04/18,NA,NA,NA,SARS-CoV-2/human/USA/CA-LACPHL-AY05975/2020,Homo sapiens,clinical,18-APR-2024,3
PP692330.1,Severe acute respiratory syndrome coronavirus 2,29709,2024/04/18,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-41366/2024,Homo sapiens,nares,18-APR-2024,3
PP692361.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/04/18,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-41397/2024,Homo sapiens,nares,18-APR-2024,3
PP695432.1,Severe acute respiratory syndrome coronavirus 2,29569,2024/04/19,NA,NA,NA,SARS-CoV-2/human/USA/VIEW-L5196564154375/2024,Homo sapiens,patient isolate,19-APR-2024,3
PP700843.1,Severe acute respiratory syndrome coronavirus 2,29777,2024/04/19,NA,NA,NA,SARS-CoV-2/humans/USA/WA-PHL-001017/2021,Homo sapiens,Clinical/Nasal Swab,19-APR-2024,3
PP695591.1,Severe acute respiratory syndrome coronavirus 2,29579,2024/04/19,NA,NA,NA,SARS-CoV-2/human/USA/MI-UM-HS19858/2024,Homo sapiens,patient isolate,19-APR-2024,3
PP695481.1,Severe acute respiratory syndrome coronavirus 2,29583,2024/04/19,NA,NA,NA,SARS-CoV-2/human/USA/MIS-RR3013263161/2024,Homo sapiens,patient isolate,19-APR-2024,3
PP700800.1,Severe acute respiratory syndrome coronavirus 2,29800,2024/04/19,NA,NA,NA,SARS-CoV-2/humans/USA/WA-PHL-000973/2021,Homo sapiens,Clinical/Nasal Swab,19-APR-2024,3
PP697133.1,Severe acute respiratory syndrome coronavirus 2,29828,2024/04/19,NA,NA,NA,SARS-CoV-2/humans/USA/WA-PHL-000351/2021,Homo sapiens,Clinical/Nasal Swab,19-APR-2024,3
PP661328.1,Severe acute respiratory syndrome coronavirus 2,29713,2024/04/15,NA,NA,NA,SARS-CoV-2/human/USA/RISHL24COV00991/2022,Homo sapiens,nasal swab,15-APR-2024,3
PP661307.1,Severe acute respiratory syndrome coronavirus 2,29661,2024/04/15,NA,NA,NA,SARS-CoV-2/human/USA/RISHL24COV00964/2024,Homo sapiens,nasal swab,15-APR-2024,3
PP661315.1,Severe acute respiratory syndrome coronavirus 2,29661,2024/04/15,NA,NA,NA,SARS-CoV-2/human/USA/RISHL24COV00972/2024,Homo sapiens,nasal swab,15-APR-2024,3
PP661293.1,Severe acute respiratory syndrome coronavirus 2,29661,2024/04/15,NA,NA,NA,SARS-CoV-2/human/USA/RISHL24COV00949/2024,Homo sapiens,nasal swab,15-APR-2024,3
PP663590.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/04/15,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDPH-6000019160/2024,Homo sapiens,clinical,15-APR-2024,3
PP729230.1,Severe acute respiratory syndrome coronavirus 2,29693,2024/04/26,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-41485/2024,Homo sapiens,nasopharynx,26-APR-2024,3
PP582414.1,Severe acute respiratory syndrome coronavirus 2,29600,2024/04/04,NA,NA,NA,SARS-CoV-2/human/USA/IVY-G43R85P2/2024,Homo sapiens,patient isolate,04-APR-2024,3
PP581426.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/04/04,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX94067507/2024,Homo sapiens,Nasal Swabs,04-APR-2024,3
PP581432.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/04/04,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX94067547/2024,Homo sapiens,Nasal Swabs,04-APR-2024,3
PP582429.1,Severe acute respiratory syndrome coronavirus 2,29602,2024/04/04,NA,NA,NA,SARS-CoV-2/human/USA/IVY-G43R88H2/2024,Homo sapiens,patient isolate,04-APR-2024,3
PP587148.1,Severe acute respiratory syndrome coronavirus 2,29741,2024/04/04,NA,NA,NA,SARS-CoV-2/human/USA/IL-RIPHL_32879_G/2024,Homo sapiens,nasopharyngeal swab,04-APR-2024,3
PP599839.1,Severe acute respiratory syndrome coronavirus 2,29761,2024/04/08,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240405628425/2024,Homo sapiens,NA,08-APR-2024,3
PP597110.1,Severe acute respiratory syndrome coronavirus 2,29582,2024/04/08,NA,NA,NA,SARS-CoV-2/human/USA/MIS-RR3497712931/2024,Homo sapiens,patient isolate,08-APR-2024,3
PP599870.1,Severe acute respiratory syndrome coronavirus 2,29760,2024/04/08,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240405836351/2024,Homo sapiens,NA,08-APR-2024,3
PP599845.1,Severe acute respiratory syndrome coronavirus 2,29754,2024/04/08,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240405657172/2024,Homo sapiens,NA,08-APR-2024,3
PP668211.1,Severe acute respiratory syndrome coronavirus 2,29835,2024/04/16,NA,NA,NA,SARS-CoV-2/human/USA/OH-UHTL3789/2024,Homo sapiens,nasopharyngeal swab,16-APR-2024,3
PP664013.1,Severe acute respiratory syndrome coronavirus 2,29690,2024/04/16,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC1102857/2024,Homo sapiens,Nasal Swabs,16-APR-2024,3
PP663961.1,Severe acute respiratory syndrome coronavirus 2,29352,2024/04/16,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-LC1102831/2024,Homo sapiens,Nasal Swabs,16-APR-2024,3
PP669356.1,Severe acute respiratory syndrome coronavirus 2,29838,2024/04/16,NA,NA,NA,SARS-CoV-2/human/USA/OH-UHTL3804/2024,Homo sapiens,nasopharyngeal swab,16-APR-2024,3
PP664017.1,Severe acute respiratory syndrome coronavirus 2,29674,2024/04/16,NA,NA,NA,SARS-CoV-2/human/USA/WI-CDC-LC1102842/2024,Homo sapiens,Nasal Swabs,16-APR-2024,3
PP669351.1,Severe acute respiratory syndrome coronavirus 2,29834,2024/04/16,NA,NA,NA,SARS-CoV-2/human/USA/OH-UHTL3805/2024,Homo sapiens,nasopharyngeal swab,16-APR-2024,3
PP663922.1,Severe acute respiratory syndrome coronavirus 2,29691,2024/04/16,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-LC1102922/2024,Homo sapiens,Nasal Swabs,16-APR-2024,3
PP741906.1,Severe acute respiratory syndrome coronavirus 2,29691,2024/05/01,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC1103592/2024,Homo sapiens,Nasal Swabs,01-MAY-2024,3
PP744607.1,Severe acute respiratory syndrome coronavirus 2,29747,2024/05/01,NA,NA,NA,SARS-CoV-2/human/USA/VA-DCLS-16133/2024,Homo sapiens,NA,01-MAY-2024,3
