accession,organism,length,collection_date,country,strain,lineage,isolate,host,isolation_source,submission_date,batch
PP268202.1,Severe acute respiratory syndrome coronavirus 2,29712,2024/02/05,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX91408068/2024,Homo sapiens,Nasal Swabs,05-FEB-2024,2
PP408583.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/28,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX92553494/2024,Homo sapiens,Nasal Swabs,28-FEB-2024,2
PP258887.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/01,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX91247442/2024,Homo sapiens,Nasal Swabs,01-FEB-2024,2
PP258090.1,Severe acute respiratory syndrome coronavirus 2,29775,2024/02/01,NA,NA,NA,SARS-CoV-2/human/USA/MT-USAFSAM-RS224/2021,Homo sapiens,clinical,01-FEB-2024,2
PP258551.1,Severe acute respiratory syndrome coronavirus 2,29713,2024/02/01,NA,NA,NA,SARS-CoV-2/human/USA/MT-USAFSAM-RS412/2022,Homo sapiens,clinical,01-FEB-2024,2
PP258405.1,Severe acute respiratory syndrome coronavirus 2,29740,2024/02/01,NA,NA,NA,SARS-CoV-2/human/USA/FL-USAFSAM-RS072/2020,Homo sapiens,clinical,01-FEB-2024,2
LC798945.1,Severe acute respiratory syndrome coronavirus 2,29841,2024/02/14,NA,NA,NA,SARS-CoV-2/human/Japan/ID92223_d24/2023,Homo sapiens,nasopharyngeal swab,14-FEB-2024,2
PP338324.1,Severe acute respiratory syndrome coronavirus 2,29715,2024/02/15,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-LC1094368/2024,Homo sapiens,Nasal Swabs,15-FEB-2024,2
PP338326.1,Severe acute respiratory syndrome coronavirus 2,29692,2024/02/15,NA,NA,NA,SARS-CoV-2/human/USA/PA-CDC-LC1094328/2024,Homo sapiens,Nasal Swabs,15-FEB-2024,2
PP338497.1,Severe acute respiratory syndrome coronavirus 2,29628,2024/02/15,NA,NA,NA,SARS-CoV-2/human/USA/OH-CDC-LC1094716/2024,Homo sapiens,Nasal Swabs,15-FEB-2024,2
PP338483.1,Severe acute respiratory syndrome coronavirus 2,29690,2024/02/15,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-LC1095012/2024,Homo sapiens,Nasal Swabs,15-FEB-2024,2
PP338424.1,Severe acute respiratory syndrome coronavirus 2,29502,2024/02/15,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC1094622/2024,Homo sapiens,Nasal Swabs,15-FEB-2024,2
PP462897.1,Severe acute respiratory syndrome coronavirus 2,29700,2024/03/10,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-40886/2024,Homo sapiens,nares,26-MAR-2024,2
PP462945.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/03/10,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-40934/2024,Homo sapiens,nasopharynx,26-MAR-2024,2
PP463002.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/03/10,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-40992/2024,Homo sapiens,nasopharynx,26-MAR-2024,2
PP462877.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/03/10,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-40866/2024,Homo sapiens,nasopharynx,26-MAR-2024,2
PP462918.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/03/10,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-40907/2024,Homo sapiens,nares,26-MAR-2024,2
PP462997.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/03/10,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-40987/2024,Homo sapiens,nasopharynx,26-MAR-2024,2
PP460808.1,Severe acute respiratory syndrome coronavirus 2,29661,2024/03/08,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-2-7643408/2024,Homo sapiens,nasopharyngeal swab,08-MAR-2024,2
PP456449.1,Severe acute respiratory syndrome coronavirus 2,29659,2024/03/08,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC1100187/2024,Homo sapiens,Nasal Swabs,08-MAR-2024,2
PP456384.1,Severe acute respiratory syndrome coronavirus 2,29628,2024/03/08,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-LC1099997/2024,Homo sapiens,Nasal Swabs,08-MAR-2024,2
PP505565.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/03/20,NA,NA,NA,SARS-CoV-2/human/USA/CT-DPH-1207061001/2024,Homo sapiens,clinical,20-MAR-2024,2
PP531346.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/03/25,NA,NA,NA,SARS-CoV-2/human/USA/NJ-PHEL-V24003518/2024,Homo sapiens,clinical,25-MAR-2024,2
PP531342.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/03/25,NA,NA,NA,SARS-CoV-2/human/USA/NJ-PHEL-V24003514/2024,Homo sapiens,clinical,25-MAR-2024,2
PP534442.1,Severe acute respiratory syndrome coronavirus 2,29684,2024/03/25,NA,NA,NA,SARS-CoV-2/human/USA/MT-MTPHL-4146823/2024,Homo sapiens,clinical,25-MAR-2024,2
PP491129.1,Severe acute respiratory syndrome coronavirus 2,29806,2024/03/15,NA,NA,GISAID Accession: EPI_ISL_18981591,SARS-CoV-2/human/USA/LA-USAFSAM-S22529/2024,Homo sapiens,clinical,15-MAR-2024,2
PP490932.1,Severe acute respiratory syndrome coronavirus 2,29780,2024/03/15,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207510379/2024,Homo sapiens,NA,15-MAR-2024,2
PP488900.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/03/15,NA,NA,NA,SARS-CoV-2/human/USA/NJ-PHEL-V24002822/2024,Homo sapiens,clinical,15-MAR-2024,2
PP490984.1,Severe acute respiratory syndrome coronavirus 2,29762,2024/03/15,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207678372/2024,Homo sapiens,NA,15-MAR-2024,2
PP490979.1,Severe acute respiratory syndrome coronavirus 2,29780,2024/03/15,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207661236/2024,Homo sapiens,NA,15-MAR-2024,2
PP485520.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/03/14,NA,NA,GISAID_ID: EPI_ISL_18915909,SARS-CoV-2/human/USA/CO-CDPHE-41673494/2024,Homo sapiens,patient isolate,14-MAR-2024,2
PP485395.1,Severe acute respiratory syndrome coronavirus 2,29694,2024/03/14,NA,NA,GISAID_ID: EPI_ISL_18966383,SARS-CoV-2/human/USA/CO-CDPHE-41711130/2024,Homo sapiens,patient isolate,14-MAR-2024,2
PP555923.1,Severe acute respiratory syndrome coronavirus 2,29582,2024/03/29,NA,NA,NA,SARS-CoV-2/human/THA/MTM_01_1141/2023,Homo sapiens,Nasopharyngeal/oropharygeal,29-MAR-2024,2
PP558304.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/03/29,NA,NA,NA,SARS-CoV-2/human/USA/2410896/2024,Homo sapiens,clinical,29-MAR-2024,2
PP494432.1,Severe acute respiratory syndrome coronavirus 2,29642,2024/03/17,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDPH-6000018891/2024,Homo sapiens,clinical,17-MAR-2024,2
PP494275.1,Severe acute respiratory syndrome coronavirus 2,29715,2024/03/17,NA,NA,NA,SARS-CoV-2/human/USA/CO-CDC-QDX93409213/2024,Homo sapiens,Nasal Swabs,17-MAR-2024,2
PP494296.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/17,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX93497671/2024,Homo sapiens,Nasal Swabs,17-MAR-2024,2
PP494471.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/03/17,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDPH-6000018931/2024,Homo sapiens,clinical,17-MAR-2024,2
PP494534.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/03/17,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDPH-6000018999/2024,Homo sapiens,clinical,17-MAR-2024,2
PP494306.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/17,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-QDX93616959/2024,Homo sapiens,Nasal Swabs,17-MAR-2024,2
PP522102.1,Severe acute respiratory syndrome coronavirus 2,29777,2024/03/22,NA,NA,NA,SARS-CoV-2/human/ZAF/NHLS-UCT-GS-2566/2020,Homo sapiens,NA,22-MAR-2024,2
PP477570.1,Severe acute respiratory syndrome coronavirus 2,29780,2024/03/13,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207445447/2024,Homo sapiens,NA,13-MAR-2024,2
PP477028.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/03/13,NA,NA,NA,SARS-CoV-2/human/USA/DE-DHSS-B1333307/2024,Homo sapiens,clinical,13-MAR-2024,2
PP477540.1,Severe acute respiratory syndrome coronavirus 2,29780,2024/03/13,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207324213/2024,Homo sapiens,NA,13-MAR-2024,2
PP477516.1,Severe acute respiratory syndrome coronavirus 2,29753,2024/03/13,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207213316/2024,Homo sapiens,NA,13-MAR-2024,2
PP433024.1,Severe acute respiratory syndrome coronavirus 2,29767,2024/03/04,NA,NA,NA,SARS-CoV-2/human/USA/RI-RISHL-043500/2020,Homo sapiens,nasal swab,04-MAR-2024,2
PP432899.1,Severe acute respiratory syndrome coronavirus 2,29767,2024/03/04,NA,NA,NA,SARS-CoV-2/human/USA/RI-RISHL-035841/2020,Homo sapiens,nasal swab,04-MAR-2024,2
OY751519.1,Severe acute respiratory syndrome coronavirus 2,29796,2024/03/02,NA,NA,monopartite,Madrid-Pt020,Homo sapiens,NA,02-MAR-2024,2
OY751521.1,Severe acute respiratory syndrome coronavirus 2,29777,2024/03/02,NA,NA,monopartite,Madrid-Pt023,Homo sapiens,NA,02-MAR-2024,2
PP510352.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/03/21,NA,NA,NA,SARS-CoV-2/human/USA/MIS-L374587893/2024,Homo sapiens,patient isolate,21-MAR-2024,2
PP510230.1,Severe acute respiratory syndrome coronavirus 2,29570,2024/03/21,NA,NA,NA,SARS-CoV-2/human/USA/MI-UM-10056075803/2024,Homo sapiens,patient isolate,21-MAR-2024,2
PP470399.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX93290982/2024,Homo sapiens,Nasal Swabs,12-MAR-2024,2
PP469856.1,Severe acute respiratory syndrome coronavirus 2,29690,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/DE-CDC-LC1100624/2024,Homo sapiens,Nasal Swabs,12-MAR-2024,2
PP470155.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/KY-CDC-QDX93093239/2024,Homo sapiens,Nasal Swabs,12-MAR-2024,2
PP470501.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/PA-CDC-QDX93349381/2024,Homo sapiens,Nasal Swabs,12-MAR-2024,2
PP470365.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX93174527/2024,Homo sapiens,Nasal Swabs,12-MAR-2024,2
PP469943.1,Severe acute respiratory syndrome coronavirus 2,29609,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC1100376/2024,Homo sapiens,Nasal Swabs,12-MAR-2024,2
PP467941.1,Severe acute respiratory syndrome coronavirus 2,29648,2024/03/11,NA,NA,NA,SARS-CoV-2/human/USA/MT-MTPHL-4146257/2024,Homo sapiens,clinical,11-MAR-2024,2
PP466669.1,Severe acute respiratory syndrome coronavirus 2,29756,2024/03/11,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240229978193/2024,Homo sapiens,NA,11-MAR-2024,2
PP466610.1,Severe acute respiratory syndrome coronavirus 2,29755,2024/03/11,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240229834854/2024,Homo sapiens,NA,11-MAR-2024,2
PP466367.1,Severe acute respiratory syndrome coronavirus 2,29760,2024/03/11,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240229237858/2024,Homo sapiens,NA,11-MAR-2024,2
PP447126.1,Severe acute respiratory syndrome coronavirus 2,29753,2024/03/07,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-LC1099077/2024,Homo sapiens,Nasal Swabs,07-MAR-2024,2
PP380307.1,Severe acute respiratory syndrome coronavirus 2,29743,2024/04/29,NA,NA,NA,SARS-CoV-2/human/CHN/S296-216-490709/2022,Homo sapiens,throat swab,29-APR-2024,2
PP380261.1,Severe acute respiratory syndrome coronavirus 2,29723,2024/04/29,NA,NA,NA,SARS-CoV-2/human/CHN/S284-113-482720/2022,Homo sapiens,throat swab,29-APR-2024,2
PP380243.1,Severe acute respiratory syndrome coronavirus 2,29769,2024/04/29,NA,NA,NA,SARS-CoV-2/human/CHN/S210-2686-375465/2021,Homo sapiens,throat swab,29-APR-2024,2
PP380215.1,Severe acute respiratory syndrome coronavirus 2,29769,2024/04/29,NA,NA,NA,SARS-CoV-2/human/CHN/S163-1617-299212/2021,Homo sapiens,throat swab,29-APR-2024,2
PP737258.1,Severe acute respiratory syndrome coronavirus 2,29758,2024/04/29,NA,NA,Grant #: P20-GM103443,SARS-CoV-2/human/USA/SD-INBRE-02914/2023,Homo sapiens,swab,29-APR-2024,2
PP737282.1,Severe acute respiratory syndrome coronavirus 2,29759,2024/04/29,NA,NA,Grant #: P20-GM103443,SARS-CoV-2/human/USA/SD-INBRE-02938/2023,Homo sapiens,swab,29-APR-2024,2
PP380297.1,Severe acute respiratory syndrome coronavirus 2,29691,2024/04/29,NA,NA,NA,SARS-CoV-2/human/CHN/S556-1895-130556/2022,Homo sapiens,throat swab,29-APR-2024,2
PP717037.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/04/24,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDPH-6000019214/2024,Homo sapiens,clinical,24-APR-2024,2
PP729779.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/04/26,NA,NA,NA,SARS-CoV-2/human/USA/2422956/2024,Homo sapiens,clinical,26-APR-2024,2
PP729776.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/04/26,NA,NA,NA,SARS-CoV-2/human/USA/2422953/2024,Homo sapiens,clinical,26-APR-2024,2
PP729289.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/04/26,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-41544/2024,Homo sapiens,nares,26-APR-2024,2
PP729148.1,Severe acute respiratory syndrome coronavirus 2,29648,2024/04/26,NA,NA,NA,SARS-CoV-2/human/USA/NJ-PHEL-V24005030/2024,Homo sapiens,clinical,26-APR-2024,2
PP577110.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/04/02,NA,NA,NA,SARS-CoV-2/human/USA/DE-DHSS-B1333347/2024,Homo sapiens,clinical,02-APR-2024,2
PP577107.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/04/02,NA,NA,NA,SARS-CoV-2/human/USA/DE-DHSS-B1333333/2024,Homo sapiens,clinical,02-APR-2024,2
PP693731.1,Severe acute respiratory syndrome coronavirus 2,29762,2024/04/18,NA,NA,NA,SARS-CoV-2/human/USA/CA-LACPHL-AY05959/2020,Homo sapiens,clinical,18-APR-2024,2
PP594079.1,Severe acute respiratory syndrome coronavirus 2,29646,2024/04/07,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDPH-6000019065/2024,Homo sapiens,clinical,07-APR-2024,2
PP594072.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/04/07,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDPH-6000019055/2024,Homo sapiens,clinical,07-APR-2024,2
PP594071.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/04/07,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDPH-6000019054/2024,Homo sapiens,clinical,07-APR-2024,2
PP594065.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/04/07,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDPH-6000019042/2024,Homo sapiens,clinical,07-APR-2024,2
PP738725.1,Severe acute respiratory syndrome coronavirus 2,29730,2024/04/30,NA,NA,NA,SARS-CoV-2/human/USA/RISHL24COV01060/2021,Homo sapiens,nasal swab,30-APR-2024,2
PP741517.1,Severe acute respiratory syndrome coronavirus 2,29835,2024/04/30,NA,NA,NA,SARS-CoV-2/human/USA/OH-UHTL-3858/2024,Homo sapiens,nasopharyngeal swab,30-APR-2024,2
PP738744.1,Severe acute respiratory syndrome coronavirus 2,29730,2024/04/30,NA,NA,NA,SARS-CoV-2/human/USA/RISHL24COV01085/2021,Homo sapiens,nasal swab,30-APR-2024,2
PP663352.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/04/15,NA,NA,GISAID: EPI_ISL_18992831,SARS-CoV-2/human/USA/NMDOH-2024003820/2024,Homo sapiens,nasopharyngeal swab,15-APR-2024,2
PP663407.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/04/15,NA,NA,GISAID: EPI_ISL_18992815,SARS-CoV-2/human/USA/NMDOH-2024003320/2024,Homo sapiens,nasopharyngeal swab,15-APR-2024,2
PP661312.1,Severe acute respiratory syndrome coronavirus 2,29683,2024/04/15,NA,NA,NA,SARS-CoV-2/human/USA/RISHL24COV00969/2024,Homo sapiens,nasal swab,15-APR-2024,2
PP661324.1,Severe acute respiratory syndrome coronavirus 2,29713,2024/04/15,NA,NA,NA,SARS-CoV-2/human/USA/RISHL24COV00987/2022,Homo sapiens,nasal swab,15-APR-2024,2
PP708592.1,Severe acute respiratory syndrome coronavirus 2,29684,2024/04/22,NA,NA,NA,SARS-CoV-2/human/USA/MT-MTPHL-3979725/2022,Homo sapiens,clinical,22-APR-2024,2
PP708590.1,Severe acute respiratory syndrome coronavirus 2,29684,2024/04/22,NA,NA,NA,SARS-CoV-2/human/USA/MT-MTPHL-3969193/2022,Homo sapiens,clinical,22-APR-2024,2
PP708598.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/04/22,NA,NA,NA,SARS-CoV-2/human/USA/MT-MTPHL-4149844/2024,Homo sapiens,clinical,22-APR-2024,2
PP708586.1,Severe acute respiratory syndrome coronavirus 2,29684,2024/04/22,NA,NA,NA,SARS-CoV-2/human/USA/MT-MTPHL-3969182/2022,Homo sapiens,clinical,22-APR-2024,2
PP708585.1,Severe acute respiratory syndrome coronavirus 2,29684,2024/04/22,NA,NA,NA,SARS-CoV-2/human/USA/MT-MTPHL-3969180/2022,Homo sapiens,clinical,22-APR-2024,2
PP708057.1,Severe acute respiratory syndrome coronavirus 2,29847,2024/04/22,NA,NA,NA,SARS-CoV-2/human/DNK/DK-AHH10/2023,Homo sapiens,nasal swab,23-APR-2024,2
OR841439.1,Severe acute respiratory syndrome coronavirus 2,29820,2024/04/08,NA,NA,NA,SARS-CoV-2/human/ITA/I_3_T3/2021,Homo sapiens,oronasopharynx swab,08-APR-2024,2
PP597047.1,Severe acute respiratory syndrome coronavirus 2,29572,2024/04/08,NA,NA,NA,SARS-CoV-2/human/USA/IVY-G43R95X5/2024,Homo sapiens,patient isolate,08-APR-2024,2
OR841443.1,Severe acute respiratory syndrome coronavirus 2,29820,2024/04/08,NA,NA,NA,SARS-CoV-2/human/ITA/H_1_T7/2021,Homo sapiens,oronasopharynx swab,08-APR-2024,2
OR841458.1,Severe acute respiratory syndrome coronavirus 2,29803,2024/04/08,NA,NA,NA,SARS-CoV-2/human/ITA/H_11_T0/2022,Homo sapiens,oronasopharynx swab,08-APR-2024,2
PP599794.1,Severe acute respiratory syndrome coronavirus 2,29755,2024/04/08,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240405253613/2024,Homo sapiens,NA,08-APR-2024,2
PP645348.1,Severe acute respiratory syndrome coronavirus 2,29773,2024/04/11,NA,NA,NA,SARS-CoV-2/human/USA/GA-GPHL-0452/2024,Homo sapiens,NA,11-APR-2024,2
PP616518.1,Severe acute respiratory syndrome coronavirus 2,29747,2024/04/09,NA,NA,NA,SARS-CoV-2/human/USA/NY-PRL-210701_51M09/2020,Homo sapiens,NA,09-APR-2024,2
PP615373.1,Severe acute respiratory syndrome coronavirus 2,29746,2024/04/09,NA,NA,NA,SARS-CoV-2/human/USA/NY-PRL-210615_51O16/2021,Homo sapiens,NA,09-APR-2024,2
PP581447.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/04/04,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX94144752/2024,Homo sapiens,Nasal Swabs,04-APR-2024,2
PP582821.1,Severe acute respiratory syndrome coronavirus 2,29563,2024/04/04,NA,NA,NA,SARS-CoV-2/human/USA/IVY-G43R95H0/2024,Homo sapiens,patient isolate,04-APR-2024,2
PP581409.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/04/04,NA,NA,NA,SARS-CoV-2/human/USA/AZ-CDC-QDX94067444/2024,Homo sapiens,Nasal Swabs,04-APR-2024,2
PP582872.1,Severe acute respiratory syndrome coronavirus 2,29594,2024/04/04,NA,NA,NA,SARS-CoV-2/human/USA/MIS-L374328007/2024,Homo sapiens,patient isolate,04-APR-2024,2
PP587147.1,Severe acute respiratory syndrome coronavirus 2,29783,2024/04/04,NA,NA,NA,SARS-CoV-2/human/USA/IL-RIPHL_32878_G/2024,Homo sapiens,nasopharyngeal swab,04-APR-2024,2
PP680520.1,Severe acute respiratory syndrome coronavirus 2,29697,2024/04/17,NA,NA,NA,SARS-CoV-2/human/USA/VT-24-003377-WGS-01/2024,Homo sapiens,nasal swab,17-APR-2024,2
PP680527.1,Severe acute respiratory syndrome coronavirus 2,29705,2024/04/17,NA,NA,NA,SARS-CoV-2/human/USA/VT-24-002944-WGS-01/2024,Homo sapiens,nasal swab,17-APR-2024,2
PP663974.1,Severe acute respiratory syndrome coronavirus 2,29660,2024/04/16,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC1102854/2024,Homo sapiens,Nasal Swabs,16-APR-2024,2
PP669358.1,Severe acute respiratory syndrome coronavirus 2,29835,2024/04/16,NA,NA,NA,SARS-CoV-2/human/USA/OH-UHTL3803/2024,Homo sapiens,nasopharyngeal swab,16-APR-2024,2
PP663981.1,Severe acute respiratory syndrome coronavirus 2,29725,2024/04/16,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-LC1102870/2024,Homo sapiens,Nasal Swabs,16-APR-2024,2
PP664011.1,Severe acute respiratory syndrome coronavirus 2,29681,2024/04/16,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-LC1102883/2024,Homo sapiens,Nasal Swabs,16-APR-2024,2
PP758900.1,Severe acute respiratory syndrome coronavirus 2,29693,2024/05/06,NA,NA,NA,SARS-CoV-2/human/USA/VT-24-003635-WGS-02/2024,Homo sapiens,nasal swab,06-MAY-2024,2
PP758898.1,Severe acute respiratory syndrome coronavirus 2,29693,2024/05/06,NA,NA,NA,SARS-CoV-2/human/USA/VT-24-004005-WGS-02/2024,Homo sapiens,nasal swab,06-MAY-2024,2
PP760252.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/05/06,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-41577/2024,Homo sapiens,nasopharynx,06-MAY-2024,2
PP840957.1,Severe acute respiratory syndrome coronavirus 2,29694,2024/05/28,NA,NA,GISAID: EPI_ISL_19043491,SARS-CoV-2/human/USA/NMDOH-2024005381/2024,Homo sapiens,nasopharyngeal swab,28-MAY-2024,2
PP840941.1,Severe acute respiratory syndrome coronavirus 2,29694,2024/05/28,NA,NA,GISAID: EPI_ISL_19043478,SARS-CoV-2/human/USA/NMDOH-2024005322/2024,Homo sapiens,nasopharyngeal swab,28-MAY-2024,2
PP840974.1,Severe acute respiratory syndrome coronavirus 2,29694,2024/05/28,NA,NA,GISAID: EPI_ISL_19043479,SARS-CoV-2/human/USA/NMDOH-2024005323/2024,Homo sapiens,nasopharyngeal swab,28-MAY-2024,2
PP841001.1,Severe acute respiratory syndrome coronavirus 2,29694,2024/05/28,NA,NA,GISAID: EPI_ISL_19043474,SARS-CoV-2/human/USA/NMDOH-2024005292/2024,Homo sapiens,nasopharyngeal swab,28-MAY-2024,2
PP830866.1,Severe acute respiratory syndrome coronavirus 2,29661,2024/05/23,NA,NA,NA,SARS-CoV-2/human/USA/RISHL24COV01123/2024,Homo sapiens,nasal swab,23-MAY-2024,2
PP837800.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/05/26,NA,NA,NA,SARS-CoV-2/human/USA/DE-DHSS-B1325339/2024,Homo sapiens,clinical,26-MAY-2024,2
PP837802.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/05/26,NA,NA,NA,SARS-CoV-2/human/USA/DE-DHSS-B1337800/2024,Homo sapiens,clinical,26-MAY-2024,2
PP837785.1,Severe acute respiratory syndrome coronavirus 2,29733,2024/05/26,NA,NA,NA,SARS-CoV-2/Homo sapines/MEX/Viral Isolate AJ153/2023,Homo sapiens,nasal swab,26-MAY-2024,2
PP783187.1,Severe acute respiratory syndrome coronavirus 2,29441,2024/05/10,NA,NA,GISAID accession: EPI_ISL_19045441,SARS-CoV-2/human/USA/TN-SPHL-20384/2023,Homo sapiens,clinical,10-MAY-2024,2
PP783199.1,Severe acute respiratory syndrome coronavirus 2,29331,2024/05/10,NA,NA,GISAID accession: EPI_ISL_19045453,SARS-CoV-2/human/USA/TN-SPHL-20398/2023,Homo sapiens,clinical,10-MAY-2024,2
PP783195.1,Severe acute respiratory syndrome coronavirus 2,29620,2024/05/10,NA,NA,GISAID accession: EPI_ISL_19045449,SARS-CoV-2/human/USA/TN-SPHL-20394/2023,Homo sapiens,clinical,10-MAY-2024,2
PP783125.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/05/10,NA,NA,GISAID accession: EPI_ISL_19045379,SARS-CoV-2/human/USA/TN-SPHL-20305/2023,Homo sapiens,clinical,10-MAY-2024,2
PP783139.1,Severe acute respiratory syndrome coronavirus 2,29697,2024/05/10,NA,NA,GISAID accession: EPI_ISL_19045393,SARS-CoV-2/human/USA/TN-SPHL-20322/2023,Homo sapiens,clinical,10-MAY-2024,2
PP752165.1,Severe acute respiratory syndrome coronavirus 2,29762,2024/05/02,NA,NA,NA,SARS-CoV-2/human/USA/CA-LACPHL-AY06122/2020,Homo sapiens,clinical,02-MAY-2024,2
PP747639.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/05/02,NA,NA,NA,SARS-CoV-2/human/USA/2024CV0767/2024,Homo sapiens,nasopharyngeal swab,02-MAY-2024,2
PP853520.1,Severe acute respiratory syndrome coronavirus 2,29589,2024/05/30,NA,NA,NA,SARS-CoV-2/human/USA/MI-UM-HCV41003/2024,Homo sapiens,patient isolate,30-MAY-2024,2
OR075041.1,Severe acute respiratory syndrome coronavirus 2,29620,2024/05/30,NA,NA,passage_history:NA,SARS-CoV-2/human/GTM/UGA-3081460/2021,Homo sapiens,Oral-pharyngeal,30-MAY-2024,2
PP852677.1,Severe acute respiratory syndrome coronavirus 2,29595,2024/05/30,NA,NA,NA,SARS-CoV-2/human/USA/IVY-G43S21O0/2024,Homo sapiens,patient isolate,30-MAY-2024,2
PP852625.1,Severe acute respiratory syndrome coronavirus 2,29588,2024/05/30,NA,NA,NA,SARS-CoV-2/human/USA/MIS-L376540479/2024,Homo sapiens,patient isolate,30-MAY-2024,2
