accession,organism,length,collection_date,country,strain,lineage,isolate,host,isolation_source,submission_date,batch
PP122607.1,Severe acute respiratory syndrome coronavirus 2,29827,2024/01/12,NA,NA,EPI_ISL_1814278,SARS-CoV-2/human/USA/SEARCH-14969/2021,Homo sapiens,NA,12-JAN-2024,1
PP123193.1,Severe acute respiratory syndrome coronavirus 2,29846,2024/01/12,NA,NA,EPI_ISL_1815261,SARS-CoV-2/human/USA/SEARCH-15729/2021,Homo sapiens,NA,12-JAN-2024,1
PP122839.1,Severe acute respiratory syndrome coronavirus 2,29846,2024/01/12,NA,NA,EPI_ISL_1815630,SARS-CoV-2/human/USA/SEARCH-15291/2021,Homo sapiens,NA,12-JAN-2024,1
PP158723.1,Severe acute respiratory syndrome coronavirus 2,29714,2024/01/18,NA,NA,NA,SARS-CoV-2/human/RUS/RUSPrimorye_4424/2020,Homo sapiens,nasal swab,18-JAN-2024,1
PP152500.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/01/18,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX90793949/2023,Homo sapiens,Nasal Swabs,18-JAN-2024,1
PP152465.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/01/18,NA,NA,NA,SARS-CoV-2/human/USA/OH-CDC-QDX90794319/2023,Homo sapiens,Nasal Swabs,18-JAN-2024,1
PP153307.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/01/18,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX90948173/2024,Homo sapiens,Nasal Swabs,18-JAN-2024,1
PP152800.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/01/18,NA,NA,NA,SARS-CoV-2/human/USA/MA-CDC-QDX90840346/2023,Homo sapiens,Nasal Swabs,18-JAN-2024,1
PP152965.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/01/18,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX90840183/2024,Homo sapiens,Nasal Swabs,18-JAN-2024,1
PP346064.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/02/18,NA,NA,NA,SARS-CoV-2/human/USA/DE-DHSS-B1325265/2024,Homo sapiens,clinical,18-FEB-2024,1
PP346052.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/02/18,NA,NA,NA,SARS-CoV-2/human/USA/DE-DHSS-B1289710/2024,Homo sapiens,clinical,18-FEB-2024,1
PP346066.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/02/18,NA,NA,NA,SARS-CoV-2/human/USA/DE-DHSS-B1325270/2024,Homo sapiens,clinical,18-FEB-2024,1
PP158934.1,Severe acute respiratory syndrome coronavirus 2,29660,2024/02/09,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-2-7529235/2023,Homo sapiens,nasopharyngeal swab,09-FEB-2024,1
PP275484.1,Severe acute respiratory syndrome coronavirus 2,29691,2024/02/06,NA,NA,NA,SARS-CoV-2/human/USA/MD-CDC-LC1092402/2024,Homo sapiens,Nasal Swabs,06-FEB-2024,1
PP258372.1,Severe acute respiratory syndrome coronavirus 2,29743,2024/02/01,NA,NA,NA,SARS-CoV-2/human/USA/IL-USAFSAM-RS019/2020,Homo sapiens,clinical,01-FEB-2024,1
PP258940.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/01,NA,NA,NA,SARS-CoV-2/human/USA/PA-CDC-QDX91310307/2024,Homo sapiens,Nasal Swabs,01-FEB-2024,1
PP258768.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/01,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX91247702/2024,Homo sapiens,Nasal Swabs,01-FEB-2024,1
PP258946.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/01,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX91310778/2024,Homo sapiens,Nasal Swabs,01-FEB-2024,1
PP392675.1,Severe acute respiratory syndrome coronavirus 2,29759,2024/02/26,NA,NA,NA,SARS-CoV-2/human/USA/GA-GPHL-0304/2024,Homo sapiens,NA,26-FEB-2024,1
PP392649.1,Severe acute respiratory syndrome coronavirus 2,29770,2024/02/26,NA,NA,NA,SARS-CoV-2/human/USA/GA-GPHL-0275/2024,Homo sapiens,NA,26-FEB-2024,1
PP392668.1,Severe acute respiratory syndrome coronavirus 2,29773,2024/02/26,NA,NA,NA,SARS-CoV-2/human/USA/GA-GPHL-0297/2024,Homo sapiens,NA,26-FEB-2024,1
PP392644.1,Severe acute respiratory syndrome coronavirus 2,29759,2024/02/26,NA,NA,NA,SARS-CoV-2/human/USA/GA-GPHL-0270/2024,Homo sapiens,NA,26-FEB-2024,1
PP391386.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/02/26,NA,NA,NA,SARS-CoV-2/human/USA/NJ-PHEL-V24001969/2024,Homo sapiens,clinical,26-FEB-2024,1
PP392616.1,Severe acute respiratory syndrome coronavirus 2,29770,2024/02/26,NA,NA,NA,SARS-CoV-2/human/USA/GA-GPHL-0240/2024,Homo sapiens,NA,26-FEB-2024,1
PP316481.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/02/08,NA,NA,NA,SARS-CoV-2/human/USA/2024CV0349/2024,Homo sapiens,nasopharyngeal swab,08-FEB-2024,1
PP316480.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/02/08,NA,NA,NA,SARS-CoV-2/human/USA/2024CV0348/2024,Homo sapiens,nasal swab,08-FEB-2024,1
PP315589.1,Severe acute respiratory syndrome coronavirus 2,29694,2024/02/08,NA,NA,GISAID_ID: EPI_ISL_18869789,SARS-CoV-2/human/USA/CO-CDPHE-41645874/2024,Homo sapiens,patient isolate,08-FEB-2024,1
PP315470.1,Severe acute respiratory syndrome coronavirus 2,29694,2024/02/08,NA,NA,GISAID_ID: EPI_ISL_18869689,SARS-CoV-2/human/USA/CO-CDPHE-41646030/2023,Homo sapiens,patient isolate,08-FEB-2024,1
PP316413.1,Severe acute respiratory syndrome coronavirus 2,29795,2024/02/08,NA,NA,NA,SARS-CoV-2/human/USA/IL-RIPHL_32675_G/2024,Homo sapiens,nasopharyngeal swab,08-FEB-2024,1
PP335268.1,Severe acute respiratory syndrome coronavirus 2,29685,2024/02/14,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-UW24013072544/2024,Homo sapiens,NA,14-FEB-2024,1
PP268487.1,Severe acute respiratory syndrome coronavirus 2,29712,2024/02/05,NA,NA,NA,SARS-CoV-2/human/USA/NV-CDC-QDX91525011/2024,Homo sapiens,Nasal Swabs,05-FEB-2024,1
PP268463.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/05,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX91594224/2024,Homo sapiens,Nasal Swabs,05-FEB-2024,1
PP268574.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/05,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX91594428/2024,Homo sapiens,Nasal Swabs,05-FEB-2024,1
PP268337.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/05,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX91525106/2024,Homo sapiens,Nasal Swabs,05-FEB-2024,1
PP268830.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/05,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX91594931/2024,Homo sapiens,Nasal Swabs,05-FEB-2024,1
PP267724.1,Severe acute respiratory syndrome coronavirus 2,29831,2024/02/04,NA,NA,NA,SARS-CoV-2/human/USA/MD-CDC-VSX-A340044/2024,Homo sapiens,PrimeStore MTM - Nasal Swab,04-FEB-2024,1
PP267740.1,Severe acute respiratory syndrome coronavirus 2,29815,2024/02/04,NA,NA,NA,SARS-CoV-2/human/USA/MI-CDC-VSX-A340051/2024,Homo sapiens,PrimeStore MTM - Nasal Swab,04-FEB-2024,1
PP267734.1,Severe acute respiratory syndrome coronavirus 2,29847,2024/02/04,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-VSX-A250636/2024,Homo sapiens,UTM RT,04-FEB-2024,1
PP267739.1,Severe acute respiratory syndrome coronavirus 2,29819,2024/02/04,NA,NA,NA,SARS-CoV-2/human/USA/LA-CDC-VSX-A340047/2024,Homo sapiens,PrimeStore MTM - Nasal Swab,04-FEB-2024,1
PP320533.1,Severe acute respiratory syndrome coronavirus 2,29685,2024/02/10,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-UW24012662435/2024,Homo sapiens,nasopharyngeal swab,10-FEB-2024,1
PP320520.1,Severe acute respiratory syndrome coronavirus 2,29685,2024/02/10,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-UW24012545139/2024,Homo sapiens,NA,10-FEB-2024,1
PP320526.1,Severe acute respiratory syndrome coronavirus 2,29685,2024/02/10,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-UW24012510369/2024,Homo sapiens,NA,10-FEB-2024,1
PP320545.1,Severe acute respiratory syndrome coronavirus 2,29685,2024/02/10,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-UW24012789349/2024,Homo sapiens,NA,10-FEB-2024,1
PP382046.1,Severe acute respiratory syndrome coronavirus 2,29690,2024/02/23,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-LC1097407/2024,Homo sapiens,Nasal Swabs,23-FEB-2024,1
PP382067.1,Severe acute respiratory syndrome coronavirus 2,29724,2024/02/23,NA,NA,NA,SARS-CoV-2/human/USA/NH-CDC-LC1097225/2024,Homo sapiens,Nasal Swabs,23-FEB-2024,1
PP387447.1,Severe acute respiratory syndrome coronavirus 2,29661,2024/02/23,NA,NA,NA,SARS-CoV-2/human/USA/RISHL24COV00735/2024,Homo sapiens,nasal swab,23-FEB-2024,1
PP349279.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/20,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX92231459/2024,Homo sapiens,Nasal Swabs,20-FEB-2024,1
PP300697.1,Severe acute respiratory syndrome coronavirus 2,29793,2024/02/07,NA,NA,NA,SARS-CoV-2/human/USA/SEARCH-88593/2022,Homo sapiens,NA,07-FEB-2024,1
PP299765.1,Severe acute respiratory syndrome coronavirus 2,29833,2024/02/07,NA,NA,EPI_ISL_5569715,SARS-CoV-2/human/USA/SEARCH-54833/2021,Homo sapiens,NA,07-FEB-2024,1
PP338475.1,Severe acute respiratory syndrome coronavirus 2,29473,2024/02/15,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-LC1094901/2024,Homo sapiens,Nasal Swabs,15-FEB-2024,1
PP338363.1,Severe acute respiratory syndrome coronavirus 2,29690,2024/02/15,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-LC1094305/2024,Homo sapiens,Nasal Swabs,15-FEB-2024,1
PP338499.1,Severe acute respiratory syndrome coronavirus 2,29690,2024/02/15,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-LC1094688/2024,Homo sapiens,Nasal Swabs,15-FEB-2024,1
PP326495.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/12,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX91915672/2024,Homo sapiens,Nasal Swabs,12-FEB-2024,1
PP408434.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/28,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX92473573/2024,Homo sapiens,Nasal Swabs,28-FEB-2024,1
PP408536.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/28,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX92621150/2024,Homo sapiens,Nasal Swabs,28-FEB-2024,1
PP374457.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/22,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX92343958/2024,Homo sapiens,Nasal Swabs,22-FEB-2024,1
PP379370.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/02/22,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDPH-6000018537/2024,Homo sapiens,clinical,22-FEB-2024,1
PP374472.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/22,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX92343983/2024,Homo sapiens,Nasal Swabs,22-FEB-2024,1
PP374397.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/22,NA,NA,NA,SARS-CoV-2/human/USA/CT-CDC-QDX92289408/2024,Homo sapiens,Nasal Swabs,22-FEB-2024,1
PP378982.1,Severe acute respiratory syndrome coronavirus 2,29670,2024/02/22,NA,NA,NA,SARS-CoV-2/human/USA/MD-EPICC_Sieve_584/2021,Homo sapiens,clinical,22-FEB-2024,1
PP374075.1,Severe acute respiratory syndrome coronavirus 2,29690,2024/02/22,NA,NA,NA,SARS-CoV-2/human/USA/WI-CDC-LC1095946/2024,Homo sapiens,Nasal Swabs,22-FEB-2024,1
PP374485.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/22,NA,NA,NA,SARS-CoV-2/human/USA/NV-CDC-QDX92343957/2024,Homo sapiens,Nasal Swabs,22-FEB-2024,1
PP374432.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/02/22,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX92289269/2024,Homo sapiens,Nasal Swabs,22-FEB-2024,1
PP439673.1,Severe acute respiratory syndrome coronavirus 2,29685,2024/03/06,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-UW24022242018/2024,Homo sapiens,nasal swab,06-MAR-2024,1
PP387472.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/03/06,NA,NA,NA,SARS-CoV-2/human/USA/2024CV0485/2024,Homo sapiens,nasopharyngeal swab,06-MAR-2024,1
PP522222.1,Severe acute respiratory syndrome coronavirus 2,29777,2024/03/22,NA,NA,NA,SARS-CoV-2/human/ZAF/NHLS-UCT-GS-4255/2020,Homo sapiens,NA,22-MAR-2024,1
PP436347.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/05,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX93093129/2024,Homo sapiens,Nasal Swabs,05-MAR-2024,1
PP439087.1,Severe acute respiratory syndrome coronavirus 2,29697,2024/03/05,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-40623/2024,Homo sapiens,nasopharynx,26-MAR-2024,1
PP436145.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/05,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX92861446/2024,Homo sapiens,Nasal Swabs,05-MAR-2024,1
PP462874.1,Severe acute respiratory syndrome coronavirus 2,29697,2024/03/10,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-40863/2024,Homo sapiens,nasopharynx,26-MAR-2024,1
PP462938.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/03/10,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-40927/2024,Homo sapiens,nasopharynx,26-MAR-2024,1
PP462947.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/03/10,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-40936/2024,Homo sapiens,nasopharynx,26-MAR-2024,1
PP462922.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/03/10,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-40911/2024,Homo sapiens,nares,26-MAR-2024,1
PP498950.1,Severe acute respiratory syndrome coronavirus 2,29780,2024/03/18,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207617588/2024,Homo sapiens,NA,18-MAR-2024,1
PP498957.1,Severe acute respiratory syndrome coronavirus 2,29780,2024/03/18,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207709838/2024,Homo sapiens,NA,18-MAR-2024,1
PP498936.1,Severe acute respiratory syndrome coronavirus 2,29777,2024/03/18,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207446292/2024,Homo sapiens,NA,18-MAR-2024,1
PP494302.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/17,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX93497530/2024,Homo sapiens,Nasal Swabs,17-MAR-2024,1
PP494495.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/03/17,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDPH-6000018956/2024,Homo sapiens,clinical,17-MAR-2024,1
PP494279.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/17,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX93497639/2024,Homo sapiens,Nasal Swabs,17-MAR-2024,1
PP494289.1,Severe acute respiratory syndrome coronavirus 2,29661,2024/03/17,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX93497498/2024,Homo sapiens,Nasal Swabs,17-MAR-2024,1
PP494291.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/17,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-QDX93497601/2024,Homo sapiens,Nasal Swabs,17-MAR-2024,1
PP494285.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/17,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX93497642/2024,Homo sapiens,Nasal Swabs,17-MAR-2024,1
PP494271.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/17,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX93409253/2024,Homo sapiens,Nasal Swabs,17-MAR-2024,1
PP531327.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/03/25,NA,NA,NA,SARS-CoV-2/human/USA/NJ-PHEL-V24003371/2024,Homo sapiens,clinical,25-MAR-2024,1
PP531326.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/03/25,NA,NA,NA,SARS-CoV-2/human/USA/NJ-PHEL-V24003368/2024,Homo sapiens,clinical,25-MAR-2024,1
PP472058.1,Severe acute respiratory syndrome coronavirus 2,29757,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240307759320/2024,Homo sapiens,NA,12-MAR-2024,1
PP470510.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX93349382/2024,Homo sapiens,Nasal Swabs,12-MAR-2024,1
PP469870.1,Severe acute respiratory syndrome coronavirus 2,29628,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-LC1100661/2024,Homo sapiens,Nasal Swabs,12-MAR-2024,1
PP470092.1,Severe acute respiratory syndrome coronavirus 2,29595,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/TN-CDC-LC1100845/2024,Homo sapiens,Nasal Swabs,12-MAR-2024,1
PP469823.1,Severe acute respiratory syndrome coronavirus 2,29655,2024/03/12,NA,NA,NA,SARS-CoV-2/human/USA/DE-CDC-LC1100923/2024,Homo sapiens,Nasal Swabs,12-MAR-2024,1
PP466768.1,Severe acute respiratory syndrome coronavirus 2,29742,2024/03/11,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207488342/2024,Homo sapiens,NA,11-MAR-2024,1
PP466758.1,Severe acute respiratory syndrome coronavirus 2,29783,2024/03/11,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207449319/2024,Homo sapiens,NA,11-MAR-2024,1
PP466710.1,Severe acute respiratory syndrome coronavirus 2,29780,2024/03/11,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207231925/2024,Homo sapiens,NA,11-MAR-2024,1
PP466327.1,Severe acute respiratory syndrome coronavirus 2,29757,2024/03/11,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240229102584/2024,Homo sapiens,NA,11-MAR-2024,1
PP466600.1,Severe acute respiratory syndrome coronavirus 2,29756,2024/03/11,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240229813102/2024,Homo sapiens,NA,11-MAR-2024,1
PP415097.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/01,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX92781079/2024,Homo sapiens,Nasal Swabs,01-MAR-2024,1
PP414811.1,Severe acute respiratory syndrome coronavirus 2,29721,2024/03/01,NA,NA,NA,SARS-CoV-2/human/USA/PA-CDC-QDX92621003/2024,Homo sapiens,Nasal Swabs,01-MAR-2024,1
PP414688.1,Severe acute respiratory syndrome coronavirus 2,29627,2024/03/01,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-LC1097726/2024,Homo sapiens,Nasal Swabs,01-MAR-2024,1
PP421374.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/03/01,NA,NA,GISAID_ID: EPI_ISL_18930757,SARS-CoV-2/human/USA/CO-CDPHE-41699757/2024,Homo sapiens,patient isolate,01-MAR-2024,1
PP414740.1,Severe acute respiratory syndrome coronavirus 2,29676,2024/03/01,NA,NA,NA,SARS-CoV-2/human/USA/VA-CDC-LC1097571/2024,Homo sapiens,Nasal Swabs,01-MAR-2024,1
PP499500.1,Severe acute respiratory syndrome coronavirus 2,29379,2024/03/19,NA,NA,NA,SARS-CoV-2/human/USA/PA-CDC-LC1101261/2024,Homo sapiens,Nasal Swabs,19-MAR-2024,1
PP499495.1,Severe acute respiratory syndrome coronavirus 2,29627,2024/03/19,NA,NA,NA,SARS-CoV-2/human/USA/DE-CDC-LC1101349/2024,Homo sapiens,Nasal Swabs,19-MAR-2024,1
PP499609.1,Severe acute respiratory syndrome coronavirus 2,29658,2024/03/19,NA,NA,NA,SARS-CoV-2/human/USA/OH-CDC-LC1101588/2024,Homo sapiens,Nasal Swabs,19-MAR-2024,1
PP425383.1,Severe acute respiratory syndrome coronavirus 2,29749,2024/03/04,NA,NA,NA,SARS-CoV-2/human/VNM/NHTD-OUCRU4236/2024,Homo sapiens,nasopharyngeal swab,04-MAR-2024,1
PP564917.2,Severe acute respiratory syndrome coronavirus 2,29831,2024/03/31,NA,NA,NA,SARS-CoV-2/human/CHN/BJ-NVSI-20230009/2022,Homo sapiens,nasal swab,03-APR-2024,1
PP564919.1,Severe acute respiratory syndrome coronavirus 2,29807,2024/03/31,NA,NA,NA,SARS-CoV-2/human/CHN/BJ-NVSI-20230012/2022,Homo sapiens,nasal swab,31-MAR-2024,1
PP564918.1,Severe acute respiratory syndrome coronavirus 2,29793,2024/03/31,NA,NA,NA,SARS-CoV-2/human/CHN/BJ-NVSI-20230010/2022,Homo sapiens,nasal swab,31-MAR-2024,1
PP564916.1,Severe acute respiratory syndrome coronavirus 2,29794,2024/03/31,NA,NA,NA,SARS-CoV-2/human/CHN/BJ-NVSI-20230006/2022,Homo sapiens,nasal swab,31-MAR-2024,1
PP564915.1,Severe acute respiratory syndrome coronavirus 2,29831,2024/03/31,NA,NA,NA,SARS-CoV-2/human/CHN/BJ-NVSI-20230005/2022,Homo sapiens,nasal swab,31-MAR-2024,1
PP564914.1,Severe acute respiratory syndrome coronavirus 2,29821,2024/03/31,NA,NA,NA,SARS-CoV-2/human/CHN/BJ-NVSI-20230003/2022,Homo sapiens,nasal swab,31-MAR-2024,1
PP564913.1,Severe acute respiratory syndrome coronavirus 2,29764,2024/03/31,NA,NA,NA,SARS-CoV-2/human/CHN/BJ-NVSI-20230001/2022,Homo sapiens,nasal swab,31-MAR-2024,1
PP439014.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/03/26,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-40483/2024,Homo sapiens,nasopharynx wash,26-MAR-2024,1
PP477666.1,Severe acute respiratory syndrome coronavirus 2,29760,2024/03/13,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-240207693459/2023,Homo sapiens,NA,13-MAR-2024,1
PP695589.1,Severe acute respiratory syndrome coronavirus 2,29592,2024/04/19,NA,NA,NA,SARS-CoV-2/human/USA/MI-UM-HS19854/2024,Homo sapiens,patient isolate,19-APR-2024,1
PP700756.1,Severe acute respiratory syndrome coronavirus 2,29793,2024/04/19,NA,NA,NA,SARS-CoV-2/humans/USA/WA-PHL-000924/2021,Homo sapiens,Clinical/Nasal Swab,19-APR-2024,1
PP700992.1,Severe acute respiratory syndrome coronavirus 2,29807,2024/04/19,NA,NA,NA,SARS-CoV-2/humans/USA/WA-PHL-001178/2021,Homo sapiens,Clinical/Nasal Swab,19-APR-2024,1
PP695398.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/04/19,NA,NA,NA,SARS-CoV-2/human/USA/IVY-G43S01J0/2024,Homo sapiens,patient isolate,19-APR-2024,1
PP700729.1,Severe acute respiratory syndrome coronavirus 2,29794,2024/04/19,NA,NA,NA,SARS-CoV-2/humans/USA/WA-PHL-000893/2021,Homo sapiens,Clinical/Nasal Swab,19-APR-2024,1
PP571701.1,Severe acute respiratory syndrome coronavirus 2,29706,2024/04/01,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-41214/2024,Homo sapiens,nasopharynx,01-APR-2024,1
PP663557.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/04/15,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDPH-6000019124/2024,Homo sapiens,clinical,15-APR-2024,1
PP661290.1,Severe acute respiratory syndrome coronavirus 2,29661,2024/04/15,NA,NA,NA,SARS-CoV-2/human/USA/RISHL24COV00946/2024,Homo sapiens,nasal swab,15-APR-2024,1
PP661317.1,Severe acute respiratory syndrome coronavirus 2,29713,2024/04/15,NA,NA,NA,SARS-CoV-2/human/USA/RISHL24COV00974/2022,Homo sapiens,nasal swab,15-APR-2024,1
PP597075.1,Severe acute respiratory syndrome coronavirus 2,29649,2024/04/08,NA,NA,NA,SARS-CoV-2/human/USA/IVY-G43R99H2/2024,Homo sapiens,patient isolate,08-APR-2024,1
PP582779.1,Severe acute respiratory syndrome coronavirus 2,29571,2024/04/04,NA,NA,NA,SARS-CoV-2/human/USA/IVY-G43R90Z5/2024,Homo sapiens,patient isolate,04-APR-2024,1
PP582888.1,Severe acute respiratory syndrome coronavirus 2,29603,2024/04/04,NA,NA,NA,SARS-CoV-2/human/USA/MIS-RR3497252931/2024,Homo sapiens,patient isolate,04-APR-2024,1
PP582790.1,Severe acute respiratory syndrome coronavirus 2,29284,2024/04/04,NA,NA,NA,SARS-CoV-2/human/USA/IVY-G43R92B4/2024,Homo sapiens,patient isolate,04-APR-2024,1
PP581655.1,Severe acute respiratory syndrome coronavirus 2,29723,2024/04/04,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-LC1101902/2024,Homo sapiens,Nasal Swabs,04-APR-2024,1
PP582848.1,Severe acute respiratory syndrome coronavirus 2,29123,2024/04/04,NA,NA,NA,SARS-CoV-2/human/USA/MIS-L374270546/2024,Homo sapiens,patient isolate,04-APR-2024,1
PP616377.1,Severe acute respiratory syndrome coronavirus 2,29747,2024/04/09,NA,NA,NA,SARS-CoV-2/human/USA/NY-PRL-210630_51B09/2020,Homo sapiens,NA,09-APR-2024,1
PP380284.1,Severe acute respiratory syndrome coronavirus 2,29697,2024/04/29,NA,NA,NA,SARS-CoV-2/human/CHN/S510-1640-555808/2022,Homo sapiens,throat swab,29-APR-2024,1
PP380287.1,Severe acute respiratory syndrome coronavirus 2,29703,2024/04/29,NA,NA,NA,SARS-CoV-2/human/CHN/S511-1668-562894/2022,Homo sapiens,throat swab,29-APR-2024,1
PP737262.1,Severe acute respiratory syndrome coronavirus 2,29758,2024/04/29,NA,NA,Grant #: P20-GM103443,SARS-CoV-2/human/USA/SD-INBRE-02918/2023,Homo sapiens,swab,29-APR-2024,1
PP380251.1,Severe acute respiratory syndrome coronavirus 2,29734,2024/04/29,NA,NA,NA,SARS-CoV-2/human/CHN/S257-3853-057257/2021,Homo sapiens,throat swab,29-APR-2024,1
